title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,mb_year,mb_year_source,deezer_year,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,final_year
Fresh,Kool & The Gang,1984,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1984,1984,1984,mb_ok,2018,,,,1984,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1mMYaXpT65iZDtvfRA9EkE,Fresh,Kool & The Gang,playlist_import,,USUMG0000175,true,1984
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",2016,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2016,2016,2016,mb_ok,2016,,,,2016,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",playlist_import,,FR9W11601798,true,2016
Stole the Show,"Kygo, Parson James",2015,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2016,2016,2015,mb_ok,2015,,,,2015,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5masKPHeAOVNgxdLebIcK7,Stole the Show,"Kygo, Parson James",playlist_import,,SEBGA1500071,true,2015
The Edge Of Glory,Lady Gaga,2011,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2011,2011,2011,mb_ok,2011,,,,2011,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,Lady Gaga,playlist_import,,USUM71106458,true,2011
Summertime Sadness,Lana Del Rey,2012,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2012,2012,2012,mb_ok,2012,,,,2012,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7sZUHAC6nadme4EwrLe99Q,Summertime Sadness,Lana Del Rey,playlist_import,,GBUM71111565,true,2012
The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2018,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,playlist_import,,ES5110204224,true,2002
Self Control,Laura Branigan,1984,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1984,1984,1984,mb_ok,2009,,,,1984,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6JNJERZGJwDVgkmbohBw7u,Self Control,Laura Branigan,playlist_import,,USAT20903047,true,1984
Satellite,Lena,2010,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2010,2010,2010,mb_ok,2010,,,,2010,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2UjNsh4ipNrmog6wdS2JVv,Satellite,Lena,playlist_import,,DEUM71001210,true,2010
Faded Love,Leony,2021,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2021,2021,2021,mb_ok,2021,,,,2021,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0HzHUF33G1dPmd2eNULyfa,Faded Love,Leony,playlist_import,,DEN062004998,true,2021
Lessons In Love,Level 42,1986,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1987,1987,1986,mb_ok,1998,,,,1986,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3EGI5qmVmGlfgy9BmNb1R8,Lessons In Love,Level 42,playlist_import,,GBAKW8601003,true,1986
High,Lighthouse Family,1997,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1997,1997,1997,mb_ok,2009,,,,1997,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0AQHfKjzky28rf5ytfBANJ,High,Lighthouse Family,playlist_import,,GBALS9700072,true,1997
Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",2014,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2014,2014,2014,mb_ok,2022,,,,2014,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",playlist_import,,DEA621400286,true,2014
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",2011,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2011,2011,2011,mb_ok,2011,,,,2011,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",playlist_import,,USUM71100061,true,2011
Mambo No. 5 (a Little Bit of...),Lou Bega,1999,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1999,1999,1999,mb_ok,1999,,,,1999,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),Lou Bega,playlist_import,,DEH259900010,true,1999
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,2003,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2003,2003,2003,mb_ok,2008,,,,2003,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1AjQE5MtP5jHQMyDepbvLI,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,playlist_import,,USUR10300367,true,2003
Rose Garden,Lynn Anderson,1971,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1971,1971,1971,mb_ok,2006,,,,1971,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5YwgJ6lpZ3SiAQwBEpjqey,Rose Garden,Lynn Anderson,playlist_import,,USSM17000700,true,1971
Glow,Madcon,2010,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2010,2010,2010,mb_ok,2010,,,,2010,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4icNLSquKZp6e0iEkBn9RP,Glow,Madcon,playlist_import,,NOBLV1005010,true,2010
La Isla Bonita,Madonna,1986,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1986,1986,1986,mb_ok,1986,,,,1986,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna,playlist_import,,USWB19903355,true,1986
Jetzt oder nie,Maite Kelly,2016,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2016,2016,2016,mb_ok,2016,,,,2016,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5Q5mE6WAW410uleWj0Qjz7,Jetzt oder nie,Maite Kelly,playlist_import,,DEUM71602757,true,2016
Without You,Mariah Carey,1993,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1993,1993,1993,mb_ok,2007,,,,1993,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,playlist_import,,USSM19303176,true,1993
Übermorgen,Mark Forster,2020,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2020,2020,2020,mb_ok,2020,,,,2020,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1NP7bzm8UksJUWXsuFoOwE,Übermorgen,Mark Forster,playlist_import,,DEQ322000065,true,2020
Au Revoir (feat. Sido),"Mark Forster, Sido",2014,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2014,2014,2014,mb_ok,2014,,,,2014,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1ZMODMeLK5x6W8r8jsmmgX,Au Revoir (feat. Sido),"Mark Forster, Sido",playlist_import,,DEQ321400093,true,2014
You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",2007,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2007,2007,2007,mb_ok,2007,,,,2007,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,264b3qoi07fjK6KxLuQ1NP,You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",playlist_import,,DEE860700443,true,2007
When The Beat Drops Out,Marlon Roudette,2014,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2014,2014,2014,mb_ok,2014,,,,2014,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5aJhuze13LOoLthmiG8YIA,When The Beat Drops Out,Marlon Roudette,playlist_import,,GB27E1400001,true,2014
This Love,Maroon 5,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2007,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,playlist_import,,USJAY0300080,true,2002
Vayamos compañeros - Radio Edit,Marquess,2007,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2007,2007,2007,mb_ok,2017,,,,2007,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6LTAv2W4zYWM5rSKdgHWZS,Vayamos compañeros - Radio Edit,Marquess,playlist_import,,DEA620700217,true,2007
Lila Wolken,"Marteria, Miss Platnum, Yasha",2012,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2012,2012,2012,mb_ok,2026,,,,2012,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2i7LYnvqSFfmimscnZqVLn,Lila Wolken,"Marteria, Miss Platnum, Yasha",playlist_import,,DEQ321200214,true,2012
Cruisen,Massive Töne,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2006,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6e5kuZssmkwWL3Yt4jwTRy,Cruisen,Massive Töne,playlist_import,,DEA610200332,true,2002
Sonic Empire - Short Mix,Members Of Mayday,1997,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1997,1997,1997,mb_ok,1997,,,,1997,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,19iYbGg080uoVvudEvrN43,Sonic Empire - Short Mix,Members Of Mayday,playlist_import,,DEE199700014,true,1997
Conga!,"Miami Sound Machine, Gloria Estefan",1985,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1985,1985,1985,mb_ok,2006,,,,1985,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3FdHgoJbH3DXNtGLh56pFu,Conga!,"Miami Sound Machine, Gloria Estefan",playlist_import,,USSM10026825,true,1985
Waterfall,"Michael Schulte, R3HAB",2023,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2023,2023,2023,mb_ok,2023,,,,2023,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7aJgh6LCvhXJfD7PHjhG70,Waterfall,"Michael Schulte, R3HAB",playlist_import,,DEUM72119688,true,2023
Eine Woche wach,Mickie Krause,2019,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2019,2019,2019,mb_ok,2019,,,,2019,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6aRlZoOO6dqXQtqq2wiQZ1,Eine Woche wach,Mickie Krause,playlist_import,,DEUM71901939,true,2019
Flowers,Miley Cyrus,2023,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2023,2023,2023,mb_ok,2023,,,,2023,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,playlist_import,,USSM12209777,true,2023
Hot Summer - Radio Edit,Monrose,2007,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2007,2007,2007,mb_ok,2026,,,,2007,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2vxYcyUrfuyqjF8psauo6k,Hot Summer - Radio Edit,Monrose,playlist_import,,DEA620700243,true,2007
Coco Jamboo,Mr. President,1996,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1996,1996,1996,mb_ok,1996,,,,1996,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,Mr. President,playlist_import,,DEBS80500020,true,1996
Waves,Mr. Probz,2013,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2013,2013,2013,mb_ok,2014,,,,2013,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3s8GJ1A9ujxsKcLaJ2wY7Q,Waves,Mr. Probz,playlist_import,,TCABN1366256,true,2013
Je ne parle pas français,Namika,2018,final_year,manual_quit_pending,discogs skipped (deezer confirmed); manual: quit pending,2018,2018,2018,mb_ok,2018,,,,2018,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4eJqzRN15DabYK4byfWghD,Je ne parle pas français,Namika,playlist_import,,DEE861800295,true,2018
Lieblingsmensch,Namika,2015,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2015,2015,2015,mb_ok,2015,,,,2015,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,Namika,playlist_import,,DEE861500389,true,2015
Guten Morgen Sonnenschein,Nana Mouskouri,1977,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1977,1977,1977,mb_ok,2004,,,,1977,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5lpXFKgD6PeT6endUq5EX9,Guten Morgen Sonnenschein,Nana Mouskouri,playlist_import,,CH0527780010,true,1977
La La La,"Naughty Boy, Sam Smith",2013,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2013,2013,2013,mb_ok,2013,,,,2013,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3wPPWcVuinAU7dXcJXtCID,La La La,"Naughty Boy, Sam Smith",playlist_import,,GBAAA1300148,true,2013
Closer,Ne-Yo,2008,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2008,2008,2008,mb_ok,2008,,,,2008,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,playlist_import,,USUM70809378,true,2008
Maneater,Nelly Furtado,2006,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2006,2006,2006,mb_ok,2007,,,,2006,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,playlist_import,,USUM70601449,true,2006
Hot In Herre,Nelly,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2002,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3hpUL1gDZWiz8k4DtYhZsS,Hot In Herre,Nelly,playlist_import,,USUR10200252,true,2002
Where Do You Go,No Mercy,1996,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1996,1996,1996,mb_ok,1996,,,,1996,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,37tzoWY1ubBQKGXiWdO5Qv,Where Do You Go,No Mercy,playlist_import,,DED169600128,true,1996
Spirit In The Sky - Deluxe Edition,Norman Greenbaum,1969,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1969,1969,1969,mb_ok,2019,,,,1969,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0jvN7eQJJt4nxQzgQfZ1SP,Spirit In The Sky - Deluxe Edition,Norman Greenbaum,playlist_import,,USRE19600416,true,1969
Ö La Palöma - Radio Edit,Ö La Palöma Boys,1999,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1999,1999,1999,mb_ok,1999,,,,1999,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6JUhYg1RCDoEkBDoX9eDQL,Ö La Palöma - Radio Edit,Ö La Palöma Boys,playlist_import,,DEQ989900065,true,1999
Im Nin'alu,Ofra Haza,1984,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1984,1984,1984,mb_ok,1988,,,,1984,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5PomJFkGwOHkrk0Rfs2DnH,Im Nin'alu,Ofra Haza,playlist_import,,IL1001900030,true,1984
Love Runs Out,OneRepublic,2014,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2014,2014,2014,mb_ok,2014,,,,2014,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,OneRepublic,playlist_import,,USUM71404631,true,2014
Aicha,Outlandish,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2003,2003,2002,mb_ok,2003,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5g7rz8nma2gAaEBHlvT68N,Aicha,Outlandish,playlist_import,,DKADG0201504,true,2002
Alles neu,Peter Fox,2008,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2008,2008,2008,mb_ok,2008,,,,2008,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5hqxBvQJ3XJDSbxT9vyyqA,Alles neu,Peter Fox,playlist_import,,DEA620800706,true,2008
Du,Peter Maffay,1970,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1970,1970,1970,mb_ok,1993,,,,1970,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6fFshpRdAV1MHSpzXP3Yyk,Du,Peter Maffay,playlist_import,,DEA818100076,true,1970
Ti Amo,Pietro Lombardi,2021,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2021,2021,2021,mb_ok,2021,,,,2021,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2vlXmglKhzSlV5XJgPzjnx,Ti Amo,Pietro Lombardi,playlist_import,,DEUM72115879,true,2021
United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",1994,csv_year,mb_match_uncertain,artist_or_title_mismatch,1994,1994,1994,mb_ok,1994,,,,1994,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (csv_year),0,0f3cKxB4avKAHNgucJ6S9O,United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",playlist_import,,DEA619450270,true,1994
Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",2023,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2023,2023,2023,mb_ok,2023,,,,2023,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2F2p7b5Xq20mRyEeWYaeUF,Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",playlist_import,,DEE862300093,true,2023
Helden 2008,Revolverheld,2008,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2008,2008,2008,mb_ok,2008,,,,2008,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4iyshfXSQnB0yhQr4Uoyqp,Helden 2008,Revolverheld,playlist_import,,DEA810800202,true,2008
Never Gonna Give You Up,Rick Astley,1987,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1987,1987,1987,mb_ok,2011,,,,1987,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4cOdK2wGLETKBW3PvgPWqT,Never Gonna Give You Up,Rick Astley,playlist_import,,GBARL9300135,true,1987
Umbrella - Radio Edit,"Rihanna, JAŸ-Z",2007,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2007,2007,2007,mb_ok,2007,,,,2007,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,113v1MA9MTShy98uCz37nO,Umbrella - Radio Edit,"Rihanna, JAŸ-Z",playlist_import,,USUM70731242,true,2007
La Bamba - Single Version,Ritchie Valens,1958,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1959,1959,1958,mb_ok,2011,,,,1958,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2aEeghgUcnu75tzcolFMfs,La Bamba - Single Version,Ritchie Valens,playlist_import,,USRH10402003,true,1958
In Your Eyes (feat. Alida),"Robin Schulz, Alida",2020,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2020,2020,2020,mb_ok,2020,,,,2020,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),"Robin Schulz, Alida",playlist_import,,DEA621901341,true,2020
The Look,Roxette,1988,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1988,1988,1988,mb_ok,2003,,,,1988,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2oWMI54r0qT4N8Xb4C76vq,The Look,Roxette,playlist_import,,SEAME8878010,true,1988
Let's Talk About Sex,Salt-N-Pepa,1990,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1990,1990,1990,mb_ok,2015,,,,1990,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6hTBP6QLwJdxbKyLlLXrGo,Let's Talk About Sex,Salt-N-Pepa,playlist_import,,USIR20180412,true,1990
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",1999,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1999,1999,1999,mb_ok,2011,,,,1999,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas),"Santana, Rob Thomas",playlist_import,,USAR19900033,true,1999
Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",2001,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2001,2001,2001,mb_ok,2021,,,,2001,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0EbWhshcHu8Y0NkdgABv3d,Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",playlist_import,,DEE860100326,true,2001
Scatman's World,Scatman John,1995,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1995,1995,1995,mb_ok,1995,,,,1995,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6dugx9WBSS8TDxbKqp9zmj,Scatman's World,Scatman John,playlist_import,,DKELA9610002,true,1995
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,1967,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1967,1967,1967,mb_ok,1967,,,,1967,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,playlist_import,,USSM16701024,true,1967
Waka Waka (This Time for Africa) - K-Mix,Shakira,2010,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2010,2010,2010,mb_ok,2010,,,,2010,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,63Tl9k1sH8tznn3bqoMuyF,Waka Waka (This Time for Africa) - K-Mix,Shakira,playlist_import,,USSD11000358,true,2010
La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",2005,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2005,2005,2005,mb_ok,2018,,,,2005,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",playlist_import,,USSM10501700,true,2005
All I Wanna Do,Sheryl Crow,1993,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1993,1993,1993,mb_ok,1994,,,,1993,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,playlist_import,,USAM19300013,true,1993
Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,1995,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1995,1995,1995,mb_ok,1995,,,,1995,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0fXy5mDtuSBtBMkNtAUhG6,Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,playlist_import,,usx9p1318548,true,1995
Rhythm Is A Dancer,SNAP!,1992,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1992,1992,1992,mb_ok,1992,,,,1992,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,SNAP!,playlist_import,,DET189200600,true,1992
The Power,SNAP!,1990,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1990,1990,1990,mb_ok,2020,,,,1990,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0nQLxiNGbbUoSGrxksETLm,The Power,SNAP!,playlist_import,,DET189000100,true,1990
Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",2004,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2004,2004,2004,mb_ok,2017,,,,2004,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",playlist_import,,USMC10400640,true,2004
Wannabe,Spice Girls,1996,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1996,1996,1996,mb_ok,1996,,,,1996,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,playlist_import,,GBAAA9600008,true,1996
"'54, '74, '90, 2010",Sportfreunde Stiller,2006,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2006,2006,2006,mb_ok,2022,,,,2006,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6ee1motyT1KuUMiz8dMqxj,"'54, '74, '90, 2010",Sportfreunde Stiller,playlist_import,,DEUM70602470,true,2006
