title,artist,estimated_year,spotify_track_id,isrc
Viva La Vida,Coldplay,2008,1mea3bSkSGXuIRvnydlB5b,GBAYE0800265
Sweet Dreams (Are Made of This),"Eurythmics, Annie Lennox, Dave Stewart",1991,6zIfdCmmhPCX0cMquBsC37,GBARL8300027
Don't Stop The Music,Yarbrough & Peoples,2001,3Ik70XpNvyJ3wV3dxPw90w,USPR38009154
Angel,"Shaggy, Rayvon",2000,7FDV5ELOJHCGLe52AnttEd,USMC19989405
"All For Love - From ""The Three Musketeers"" Soundtrack","Bryan Adams, Sting, Rod Stewart",2020,73141J8lIcoG8hw3IJVIpi,USAM19910000
One Day I'll Fly Away,Randy Crawford,2018,53tPmr0FCq9hDWnBTUCa0d,USWB10000728
All I Wanna Do Is Make Love To You,Heart,1990,5YjKdeES9QRJ8NmF4Xc8pV,USCA29000284
Green Green Grass,George Ezra,2022,4N5s8lPTsjI9EGP7K4SXzB,GBARL2200008
I'm Good (Blue),"David Guetta, Bebe Rexha",2022,4uUG5RXrOk84mYEfFvj3cK,UKWLG2200055
Don't Go Breaking My Heart,"Elton John, Kiki Dee",1975,7HW5WIw7ZgZORCzUxv5gW5,GBALX7600007
Stumblin' In,"Chris Norman, Suzi Quatro",2021,0ctgmKdlPY8xx41wY339Da,DEA817800048
Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,2LawezPeJhN4AWuSB0GtAU,USC4R0817643
Ironic,Alanis Morissette,1995,4oGTdOClZUxcM2H3UmXlwL,USMV29400003
7 Days,Craig David,2000,0gPQTLaqHDgdupKEok7J2x,GBAWV9902019
September,"Earth, Wind & Fire",1978,2grjqo0Frpf2okIBiifQKs,USSM17800845
I'm Too Sexy,Right Said Fred,1992,2WElktskrNJEwgpp5Vouxk,GBBRL9290469
I Have Nothing,Whitney Houston,1992,31er9IGsfFbwqy1pH4aiTP,USAR10300965
Feel What You Want,Kristine W,2009,7J9pHOGy2F7KwIXAvqFB0p,GBBXG9720005
Beautiful Things,Benson Boone,2024,6tNQ70jh4OwmPGpYy6R2o9,USWB12307016
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",2002,7LqjznQwfrax7MjQXmxqdQ,USSM10212454
Piano Man,Billy Joel,1973,78WVLOP9pN0G3gRLFy1rAa,USSM17300504
Easy Lover,"Philip Bailey, Phil Collins",1985,7INi4pMPG4IE0Smx5y4KVf,USSM19909991
If You Could Read My Mind,Gordon Lightfoot,1970,57ct8jKi6trntXiRV0NnXi,USRE19900467
Our House,Madness,1982,0C3Q3ifKJXdvfzNISw6JXK,GB7GZ1000033
('Til) I Kissed You,The Everly Brothers,1960,2ltpYs0O8uNesHFgGHg0bt,USZZM0710080
How 'Bout Us,Champaign,1981,1jc24HfkDT31GLKlxesuZl,USSM19801711
"Sugar, Sugar",The Archies,2007,3iSws76HjaU7k49EqJVTfF,NLG620400826
Friday I'm In Love,The Cure,1992,4QlzkaRHtU8gAdwqjWmO8n,GBALB9200002
Under the Bridge,Red Hot Chili Peppers,1991,3d9DChrdc6BOeFsbrZ3Is0,USWB19901576
Firework,Katy Perry,2010,1mXuMM6zjPgjL4asbBsgnt,USCA21001262
Sugar Baby Love,The Rubettes,1990,294ii3rwz6bTJ2XMn5BDu0,GBAKW7400099
Apologize,"Timbaland, OneRepublic",2007,6ucR4KfvsBFWCMVFDvyKKl,USUM70722793
Never Ever,All Saints,1997,7ziHnshbknkpFLDW5yGBjO,GBAAP9700206
All My Life - Radio Edit,K-Ci & JoJo,2006,2194qvQmG0I2yFuSKdDdi4,USMC19757330
