title,artist,estimated_year,spotify_track_id,isrc
He Ain't Heavy He's My Brother,The Hollies,1978,6f5sSC3ORfpUMYtE4J06VW,GBGYU6900005
Eine neue Liebe ist wie ein neues Leben,Jürgen Marcus,2008,0oH9kW4faMsq9YgRYirgD0,DEA370803298
Manic Monday,The Bangles,1985,798fUF6UnRn27xiVuKyJCi,USSM10017495
Paradise By the Dashboard Light,Meat Loaf,1977,2g7gviEeJr6pyxO7G35EWQ,USSM11206829
Never Ending Story,Limahl,2009,1F43XlPBiwAUUIhrUGzylO,GBAYE8400104
Don't Call Me Up,Mabel,2019,5Xc9L411IGVexidbaF7CHG,GBUM71808052
Under the Bridge,Red Hot Chili Peppers,1991,3d9DChrdc6BOeFsbrZ3Is0,USWB19901576
König von Deutschland,Rio Reiser,1986,4Hg99jQ6zjks47xaH8eK40,DEE868600085
Upside Down - Single Version,Diana Ross,2017,6NJNZEjyCD2YWFPsBzIHnM,USMO19290042
Don't Speak,No Doubt,2003,6JGQ98So2ik5GVI9ydQ2Yh,USIR19500279
(I Can't Get No) Satisfaction - Mono,The Rolling Stones,2004,1b6AW6uDrtrUN0Y6GJR45j,USA176510160
Dilemma (feat. Kelly Rowland),"Nelly, Kelly Rowland",2002,14MgTooapmJdLlEMAr2zAM,USSM10211190
Lola,The Kinks,1970,0UAJH0k4k3slcE83a9UGCe,GBAJE0701939
Captain Jack - Short Mix,Captain Jack,1996,2L5FEDC0MU2a6OEkLjByEd,DED710506011
True Colors,Cyndi Lauper,1986,2A6yzRGMgSQCUapR2ptm6A,USSM18600632
Hey Ya!,Outkast,2003,2PpruBYCo4H7WOBJ7Q2EwM,USAR10300924
Guajira Guantanamera,Joseito Fernández,2012,0KMGf0ebdR8aazf1PoHEdb,FR6V81371636
La Cintura,Alvaro Soler,2019,6jS8cXW9QsiQKiQ3LFiM4n,DEUM71800524
Sick and Tired,Anastacia,2004,6WMQVizkSPAufOGOk2x4dL,USSM10401046
If You Leave Me Now,Chicago,1976,0KMGxYKeUzK9wc5DZCt3HT,USRH10285535
"Siebzehn Jahr, blondes Haar",Udo Jürgens,1983,6RTEzkbTQCivNPX5ShoJVv,DEA817200002
Murder On The Dancefloor,Sophie Ellis-Bextor,2001,5rtpGGu3bPKsJEFjDGs63M,GBAKW0100229
Sing Hallelujah!,Dr. Alban,1992,01kVVoJQuWVqaOvRgRztJD,DEA819200295
Set Fire to the Rain,Adele,2011,3di5hcvxxciiqwMH1jarhY,GBBKS1000348
Herz an Herz,Blümchen,1996,1X7654uBsdVKnZAqyIJT7y,DEBL60605312
Tage wie diese,Die Toten Hosen,2012,2lYsCjTvXIHOqT8xSbK2jq,DEF241230001
Sweet Caroline,Neil Diamond,1969,62AuGbAkt8Ox2IrFFb8GKV,USMC16991138
Do Wah Diddy Diddy,Manfred Mann,1964,7gEpTMp9MQc1uJwivtL37R,GBAYE6400100
Über sieben Brücken musst du gehn,Karat,1978,6lhzUwb3Ggfi1tPR3YoIh6,DEC719400666
Don't Leave Me This Way,Thelma Houston,1976,51qi5dgc9CsotM87GmRkAX,USUM71303881
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",2012,3bidbhpOYeV4knp8AIu8Xn,GMM881200021
Do You Know? (The Ping Pong Song),Enrique Iglesias,2007,4MloswMM3eu7dHZ7MOzW3i,USUM70731257
Warum?,Tic Tac Toe,1997,39Qd2qBDQdREL3aLTb9F0d,DEAF71252078
Gimme Hope Jo'Anna,Eddy Grant,2010,09lZ2Mx2NSpzy6KBpX2kDq,GBQRF0846342
Wind of Change,Scorpions,2011,5WSsTyBvMEFG3ac6JKb9gY,DEE861101520
Le Freak - 2018 Remaster,CHIC,1978,7Kszjzps0xbQXyo1pO4KfE,USRH11803129
Haus am See,Peter Fox,2008,7A4KdLy1DXOOC5fhIdDuHz,DEA620800624
Poker Face,Lady Gaga,2008,5R8dQOPq8haW94K7mgERlO,USUM70824409
It's a Heartache,Bonnie Tyler,2006,2pag2vElkdroT8hIO4Gozi,GBAJE7700003
Johnny B. Goode,Chuck Berry,1959,2QfiRTz5Yc8DdShCxG1tB2,USMC15719963
White Wedding,Billy Idol,1985,0bvpSvOYt4KTfZIZJmyFOs,USNPD1227957
"Rigoletto: ""La Donna E' Mobile""",Enrico Caruso,2011,7idTMG6EKZy0531lIx8RJ5,ITA731100419
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",2017,6Pgkp4qUoTmJIPn7ReaGxL,SE5R71700101
Volare (Nel Blu di Pinto di Blu),Gipsy Kings,1989,4OjJAGDDZTLlTNeOMBl7UM,GBAAW0202208
Ca plane pour moi,Plastic Bertrand,1998,71yCMlsD6qbD7NmNUEoVNR,BEB017765001
Born to Be Alive - The Original,Patrick Hernandez,1978,3XIEWK1V9n25PS9Vb6axj5,FRX957900007
Whole Lotta Love - 1990 Remaster,Led Zeppelin,1969,0hCB0YR03f6AmQaHbwWDe8,USAT29900471
Ein Kompliment,Sportfreunde Stiller,2002,5kNYGyPkorBykxgUE6EL1X,DEN120203570
In the Mood - 2006 Remastered Version,Glenn Miller,1939,0wAyDBh0ujohCsYeXBtDLF,FR14F3900390
Wahnsinn,Wolfgang Petry,2010,2Nv773K16hckJrb3Ir7wOu,DEC739600528
Counting Stars,OneRepublic,2013,2tpWsVSb9UEmDRxAl1zhX1,USUM71301306
Dragostea din tei,O-Zone,2004,52Zr0sinhWTCRrQhRRY4EP,ROMSA0600487
Everybody Hurts,R.E.M.,1992,6PypGyiu0Y2lCDBN1XZEnP,USWB19901548
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",2012,1mKXFLRA179hdOWQBwUk9e,USRC11200786
Joyride,Roxette,1991,1ILbD4eWKWvg8ub5qJyBTP,SEAMA9079010
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,1955,1uRKT2LRANv4baowBWHfDS,USMC15486163
Bette Davis Eyes,Kim Carnes,1981,0odIT9B9BvOCnXfS0e4lB5,USCA28100081
Lambada - Version 1989,Kaoma,1989,32gpJnMZkRafZdQvU7ZzR7,FR6V89602629
Ain't Nobody,"Rufus, Chaka Khan",1983,53Za5vyGc1x7GxgJVRjRKc,USWB10104850
Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,2LawezPeJhN4AWuSB0GtAU,USC4R0817643
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",2004,4BFMQ15vXr626UOoZL8bUI,USRC10300895
Più bella cosa,Eros Ramazzotti,1996,0KligwQn4Iy344p2Q5m6k6,ITB009600582
No Son Of Mine,Genesis,2004,2nHajACLqGsbctpe3Rafh3,GBAAA9100086
"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,60nZcImufyMA1MKQY3dcCH,USQ4E1300686
Wonderwall,Oasis,1995,1qPbGZqppFwLwcBC1JQ6Vr,GBAAW9500189
You Can't Hurry Love,The Supremes,1966,4H1iMlEWKZmpKTHCZzDhju,USMO16600346
Gold Digger,"Kanye West, Jamie Foxx",2005,0Gsj2iZerDbXbU0G1IHuB2,USUM70500143
Ich will Spass,Markus,1996,1U0mj0SwsSxBixKvgmGCB3,DEE868200035
Lady - Hear Me Tonight,Modjo,2001,49X0LAl6faAusYq02PRAY6,FR9W10100535
She Drives Me Crazy,Fine Young Cannibals,1988,4d6eqRtpDX7tydHJGDZUBQ,USRH10901907
Heimweh (Dort wo die Blumen blüh'n),Freddy Quinn,1987,5RX1E2J3qyF5MDSxPAxNtK,DEF065600010
Moskau - 2007 Version,Dschinghis Khan,2007,0cwEvwz7syhgHKXX1z4puc,DEUM70703331
Cotton Eye Joe,Rednex,1994,06hsdMbBxWGqBO0TV0Zrkf,DEA319600881
I Can Help,Billy Swan,1998,4oW1lGOw5Q5OLvoJv92qoE,USSM17400216
Dancing In the Dark,Bruce Springsteen,1984,7FwBtcecmlpc1sLySPXeGE,USSM18400416
Day-O (The Banana Boat Song),Harry Belafonte,2001,6FH2WiSVFv5qglEg1O8xNn,USRC10101309
Ich will 'nen Cowboy als Mann,Gitte Hænning,2015,6fsTEzoIeqlkydroKJqQAc,DEA346300144
Break My Heart,Dua Lipa,2020,017PF4Q3l4DBUiWoXk4OWT,GBAHT1901303
Wrecking Ball,Miley Cyrus,2013,2vwlzO0Qp8kfEtzTsCXfyE,USRC11301214
Jailhouse Rock,Elvis Presley,1958,4gphxUgq0JSFv2BCLhNDiE,USRC15705223
Adore You,Harry Styles,2019,3jjujdWJ72nww5eGnfs2E7,USSM11912588
Good Golly Miss Molly,Little Richard,2008,32fZXsDwoDchpdtsCmeo0o,USC4R0817279
The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,2002,6UEfyhyfhYQsyipxOd95Ie,ES5110204224
"Relax, Take It Easy",MIKA,2006,0KM2y796j63t5RHhvRUxld,USC7R0600114
I'm a Believer,The Monkees,2008,1CSLeVCXmetBh8IkTPMFdL,USRH10125749
Schuld war nur der Bossa Nova,Manuela,1994,1CvxZLhcpg33Wk892MJRUC,DEC736300001
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",2013,2U8NXPTXZWG2O0ye2sYRiH,SEWEE1200301
World Hold on (Children of the Sky) [Radio Edit],"Bob Sinclar, Steve Edwards",2006,1c0zagykmGPDYuxJeDqZhJ,FR4E41811690
Born To Be Wild,Steppenwolf,1968,63OFKbMaZSDZ4wtesuuq6f,USMC16846563
Valerie (feat. Amy Winehouse) - Version Revisited,"Mark Ronson, Amy Winehouse",2007,6kopmMZiyLmw7h66uXcXR7,GBARL0700173
(What A) Wonderful World - Mono,Sam Cooke,1960,2G0GextMwZJLkNxcSZ7ZJ3,USA171920056
Männer,Herbert Grönemeyer,2008,2PfEAFaaLabTXfmlV58LIj,DEC610800613
You Get What You Give,New Radicals,1998,1Cwsd5xI8CajJz795oy4XF,USMC19858327
Mama,Heintje,1968,1QTi1rZx1VOWcM4T2wD49V,NLA249700096
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,1997,33LC84JgLvK2KuW43MfaNq,CAC229700120
Dancing On The Ceiling,Lionel Richie,1986,0snPJPxkk0MbTc0xeUvAPt,USMO18682745
Give It Up,KC & The Sunshine Band,1983,6yoa7L6BlqYqBHlLL96j6k,NLG620400589
Feel,Robbie Williams,2002,2Ms33RTRCT6gArrpcrPxmo,GBFFG0200002
How You Remind Me,Nickelback,2001,0gmbgwZ8iqyMPmXefof8Yf,NLA320119533
Got My Mind Set on You,George Harrison,1987,3OeUlriM0EZHdWleJtjoVr,GBEXP0300054
Verdammt Ich lieb' dich,Matthias Reim,2004,2XEwnFyQhDBHq6rFEaAOQj,DEA340401063
"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix","Reel 2 Real, The Mad Stuntman, Erick Morillo",1994,6dHTkQYY3zdR9i9Nj0IGVW,QMRSZ1800990
Don't You Want Me,The Human League,1981,3L7RtEcu1Hw3OXrpnthngx,GBAAA0200924
Drei Uhr Nachts,"Mark Forster, LEA",2021,58GxgFEG5uHc9oMhofuuIP,DEQ322100065
Westerland,Die Ärzte,1988,5aWpvFnByyWodgqYlC9kha,DEE868800049
Every Breath You Take,The Police,1983,1JSTJqkT5qHq8MDJnJbRE1,GBAAM0201110
Bitter Sweet Symphony - Remastered 2016,The Verve,1997,57iDDD9N9tTWe75x6qhStw,GBUM71601816
Gettin' Jiggy Wit It,Will Smith,1997,0weAUscowxeqDtpCgtbpgp,USSM19702582
Barbie Girl,Aqua,1997,5ZrDlcxIDZyjOzHdYW1ydr,DKBKA9700403
Pack Die Badehose Ein,Cornelia Froboess,2011,6PidK6dCwt3KoB3T9yAxaX,NLG620471403
Torn,Natalie Imbruglia,1997,1Jaah2tmN9Hv81A87KZ1MU,GBARL9700412
The Wanderer,Dion,2001,1UwriLz98ILbRhrtohTca1,USLA18800001
La Bamba - Single Version,Ritchie Valens,1959,2aEeghgUcnu75tzcolFMfs,USRH10402003
Toosie Slide,Drake,2020,1d2eMMrAuIsw85u3YklKoc,USUG12001282
drivers license,Olivia Rodrigo,2021,5wANPM4fQCJwkGd4rN57mH,USUG12004749
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",2011,0HqeTDZMGlYDmgGGVFQrSg,USUM71109132
Atemlos durch die Nacht,Helene Fischer,2013,1cSXzDZt8vzuUp2XREQEJN,DEUM71303188
Stop,Spice Girls,1997,3FteycP8CaXS1MhjcXekVT,GBAAA9710053
If You Had My Love,Jennifer Lopez,1999,3x4yV0hW5Ve3TKhFkXSqFn,USSM19900608
More Than a Feeling,Boston,1976,1QEEqeFIZktqIpPI4jSVSF,USSM17600941
Disco Inferno,The Trammps,1976,5jUA1njy3h6ynHLvPdEVHt,USAT27600009
Someone You Loved,Lewis Capaldi,2018,2TIlqbIneP0ZY1O0EzYLlc,DEUM71807062
"MIEF! (Nimm mich jetzt, auch wenn ich stinke) - Video Version",Die Doofen,1994,3rbf3ErZe5YJP5ciBBnr2k,DED149500016
Sweet Child O' Mine,Guns N' Roses,1987,7o2CTH4ctstm8TNelqjb51,USGF18714809
Your Song,Elton John,1970,7gCeodIXjhCLDWC5H1LOmT,GBAMB9500072
Congratulations - 1998 Remaster,Cliff Richard,2008,1SOAN58QwnQABl2SND1wMh,GBAYE9801630
You're So Vain,Carly Simon,1972,2DnJjbjNTV9Nd5NOa1KGba,USEE19900883
Easy,Commodores,1977,1JQ6Xm1JrvHfvAqhl5pwaA,USMO17700543
Forever Young,Alphaville,1984,4S1VYqwfkLit9mKVY3MXoo,DEA629260150
Maneater,Daryl Hall & John Oates,1982,7j74lucZ59vqN67Ipe2ZcY,USRC10301821
Rock Me Amadeus,Falco,1985,0DfG1ltJnZyq4Tx3ZLL7ZU,ATB158500018
I Got You Babe,Sonny & Cher,1965,4SGBuq37Ol4HJr7pQqFMKa,USAT27500019
Junge,Die Ärzte,2007,10waMsh44ojvTwXAIy213n,DEUM70708300
Everywhere - 2017 Remaster,Fleetwood Mac,1987,4k5FeWIdUaBx5OZdvrSYP1,USRH11602189
Zombie,The Cranberries,1994,7EZC6E7UjZe63f1jRmkWxt,USIR29400443
Barbra Streisand (Radio Edit),Duck Sauce,2010,5pYlc1vQ6999WU43WzF4SR,GBSXS1000131
No One,Alicia Keys,2007,6IwKcFdiRQZOWeYNhUiWIv,USJAY0700190
I Knew You Were Waiting (For Me),"George Michael, Aretha Franklin",1998,2XgDgIsVUOt9Lov5G4Wruy,USAR19800123
"December, 1963 (Oh What a Night!)",The Four Seasons,1975,1hQFF33xi8ruavZNyovtUN,USRH10175221
4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,2008,1dDNz8h95Gsu0W4QdxVVln,USWB10800435
Autobahn,Kraftwerk,2017,7e2ExzCUgjOntmlZCTDSWk,GBAYE1601901
She's A Lady,Tom Jones,1971,5JnHzjo25FY1fMQMQVOawB,GBF077121420
Señorita,"Shawn Mendes, Camila Cabello",2019,0TK2YIli7K1leLovkQiNik,USUM71911283
Killing Me Softly With His Song,"Fugees, Ms. Lauryn Hill",1996,0Q0IVlqMV64kNLlwjPj0Hl,USSM19600055
Oops!...I Did It Again,Britney Spears,2000,6naxalmIoLFWR0siv8dnQQ,USJI10000100
Nur noch kurz die Welt retten,Tim Bendzko,2012,0Wq6whEjKeAAUi4nEim1DA,DEE861100047
Whatcha Say,Jason Derulo,2010,7xkQdy0cy5ymoWT7nedvLz,USWB10901504
Abenteuerland,Pur,2015,748pbjnFM9TVwQhDT3LC4N,DEA349503010
Talk,Coldplay,2005,4wzt5Rrk3W98pHXAqutuJw,GBAYE0500614
Somebody That I Used to Know,"Gotye, Kimbra",2011,62oaDoBveZxvZb94ziiMXi,AUZS21100040
Fast Car,Tracy Chapman,1988,2M9ro2krNb7nr7HSprkEgo,USEE10180719
The Living Years,Mike + The Mechanics,1988,4YBIuDWPsVy9pXLCUBORZN,GBHJD8800002
Ab in den Süden - Neuaufnahme,Buddy,2014,2XQ00wanrsQOL9djhTQEEY,DEZ921300172
The Boy Is Mine,"Brandy, Monica",1998,6sHsXIJoEN5JpdkGMQDJxt,USAT29800316
All I Have to Do Is Dream,The Everly Brothers,1964,7dblNGnRXEBrVJunazs2U5,USWB19903268
Surfin' U.S.A. (Mono),The Beach Boys,1963,2dbaIpJoAk2hhrrX2ljKJo,USCA21201943
Whole Again,Atomic Kitten,2001,16MJqq0vEuW6GRX6faetTm,GBAAA0100364
Right Here Waiting,Richard Marx,1989,4LFwNJWoj74Yd71fIr1W8x,USEM38900208
Geboren um zu leben,Unheilig,2010,1VU8t2MpJRLG5iFEIxqq7z,DEUM70906014
Die Nacht von Freitag auf Montag,"SDP, Sido",2012,27iLwU19SCH7tDeU64AieP,DEBL60638248
Fallin',Alicia Keys,2001,3unsLiH5FXmaDWtT5Imolu,USJAY0100057
Firework,Katy Perry,2010,1mXuMM6zjPgjL4asbBsgnt,USCA21001262
Genie In a Bottle,Christina Aguilera,1999,11mwFrKvLXCbcVGNxffGyP,USRC19900032
Euphoria,Loreen,2012,2knr7ikPt4l7bk92qS4ZXW,SEPQA1201986
Africa,TOTO,1982,2374M0fQpWi3dLnB54qaLX,USSM19801941
At The Hop,Danny & The Juniors,1983,4LcrHUkRmXG3c0YD5VYutn,USMC15919927
Mr. Vain,Culture Beat,1993,2rTYgHxgcndkUrRoU7x0Sv,DEPT99300133
Sweet Dreams (Are Made of This),"Eurythmics, Annie Lennox, Dave Stewart",1991,6zIfdCmmhPCX0cMquBsC37,GBARL8300027
All About That Bass,Meghan Trainor,2015,5jE48hhRu8E6zBDPRSkEq7,USSM11401317
Don't Dream It's Over,Crowded House,1986,56GbZVwxMdf1DENCluYS8A,USCA28600048
Purple Rain,Prince,1984,54X78diSLoUDI3joC2bjMz,USWB10001880
All of Me,John Legend,2013,3U4isOIWM3VvDubwSI3y7a,USSM11303954
Schöner fremder Mann,Connie Francis,1992,0DqLgsVlNp2ZcQro78FZfz,USF096125110
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,1995,0PCGfA36HrVPmsBZJ57zOU,GBF089400173
Gangsta's Paradise,"Coolio, L.V.",1995,1DIXPcTDzTj8ZMHt3PDt8p,USTB10400128
"See You Later, Alligator",Bill Haley & His Comets,1991,1s4hyUFWmLWiAamsclb4xA,USMC15588995
Jump Around,House Of Pain,1992,6JymsaWDHk2Yj4e0yNBIFH,USTB10300119
Nothing Compares 2 U,Sinéad O'Connor,1990,3nvuPQTw2zuFAVuLsC9IYQ,GBAYK9000017
Engel,Rammstein,1997,0xrkyEMkG4dVa5OMLQZOX8,DED579702410
Because of You,Kelly Clarkson,2004,0gJvqi9QyASOCtJu99tytc,GBCTA0400265
Du trägst keine Liebe in dir,Echt,1999,21aT5lIYHjyBIFrXNbNY5U,DEL060001400
Part-Time Lover,Stevie Wonder,1985,0Dm43YLUlGdePpSbI1ct8h,USMO18500543
Walk Of Life,Dire Straits,1985,6HMFtoMvv6n6Q2eOyPFyne,GBF088500675
All That She Wants,Ace of Base,1993,6kWJvPfC4DgUpRsXKNa9z9,SEVJH0803401
Alles nur geklaut,Die Prinzen,1993,4MhaF08X17tmOmUcmRq5lN,DEC739300092
Waterloo,ABBA,1974,3Dy4REq8O09IlgiwuHQ3sk,SEAYD7415010
Heaven,Bryan Adams,1984,7Ewz6bJ97vUqk5HdkvguFQ,USAM18490004
Durch den Monsun - Radio Mix,Tokio Hotel,2006,41YOS7VuxHEEwYHLfa7VWM,DEUM70500187
The Locomotion,Little Eva,1962,5xzdDMhFYiuUONB0Mha9VS,GBAYE6200144
Smells Like Teen Spirit,Nirvana,1991,4CeeEOM32jQcH3eN9Q2dGj,USGF19942501
Fly Away,Lenny Kravitz,1998,1OxcIUqVmVYxT6427tbhDW,USVI29800169
Smalltown Boy,Bronski Beat,1984,5vmRQ3zELMLUQPo2FLQ76x,GBAAP0200005
Ring of Fire,Johnny Cash,1963,6YffUZJ2R06kyxyK6onezL,USSM11201688
These Boots Are Made for Walkin',Nancy Sinatra,1966,2PneNdtypG6XcgmWmGd9FI,USASE0500005
Price Tag,"Jessie J, B.o.B",2011,2fTsFCKRFQ5M0igJgabnLA,USUM71029357
Itsy Bitsy Teenie Weenie Honolulu Strand Bikini,"Caterina Valente, Silvio Francesco",2011,30ge50akdCCPPKcELnQtx0,NLG620471502
Informer,Snow,1993,2LjiPAQOVazT8sRyXL3XRs,USEW19300006
Das Beste,Silbermond,2006,3FEhbAkm1Dy21UvhbYhFM3,DEA810600321
Celebration,Kool & The Gang,1980,3K7Q9PHUWPTaknlbFPThn2,USPR38007190
Believe,Cher,1998,2goLsvvODILDzeeiT4dAoR,GBAHT9803002
Knock On Wood,Amii Stewart,2012,6120uJUyg6QDzaAJUosTx5,USA561379853
Mercy,Duffy,2008,1zusIxNqJu8i4g6P6hJ2Qa,GBUM70711275
We Are Family - 1995 Remaster,Sister Sledge,1979,5IKLwqBQG6KU6MP2zP80Nu,USAT20102166
In the Summertime,Mungo Jerry,1971,7jhKkbM3KZvnuqzMX5fADH,GBAJE7000049
Return of the Mack,Mark Morrison,1996,3jDdpx9PMlfMBS5tOBHFm9,GBAHT0200668
Zuckerpuppe (Aus der Bauchtanz-Truppe),Bill Ramsey,2014,6LS2Di4Qf8hBUPxk5HZFgo,DER751508004
Nah Neh Nah,Vaya Con Dios,1990,1fX0h6SaZBXwmr4haRvirQ,BEF019920015
Emanuela,Fettes Brot,2005,15hHGF66ZlM6UAzMSpf5Q1,DEAH90500015
Skandal im Sperrbezirk,Spider Murphy Gang,2003,0hgbkNcWjVflyBCfgCwxwd,DEA348101056
It's My Life,Bon Jovi,2010,6iNBM60VQtPUUhkKfwa5KV,USIR20000145
Ganz Paris Traumt Von Der Liebe,Caterina Valente,2011,0Q7FgdMZqsxgTl10w6uCi8,NLG620471374
Crazy In Love (feat. JAY-Z),"Beyoncé, JAŸ-Z",2003,5IVuqXILoxVWvWEPm82Jxr,USSM10305425
Blinding Lights,The Weeknd,2020,0VjIjW4GlUZAMYd2vXMi3b,USUG11904206
Die Gitarre und das Meer - Single Version,Freddy Quinn,1987,0QJhLvOo5jo1aLyAtgveNl,DEF065900270
Save Tonight,Eagle-Eye Cherry,1998,0smyCrJiibi2uwCiq5R1vj,GBAKW9800044
Holding Back the Years - 2008 Remaster,Simply Red,1985,1yg7fwwYmx9DQ2TdXUmfpJ,GBCRL0800119
Die Eine,Die Firma,2013,4XSilY4y6omLVcCJ35RAzX,DEAS39800010
1000 und 1 Nacht - Remastered 2008,Klaus Lage,2008,52jP6hYf7FQxYiyK493YRb,DEA340800663
Die guten Zeiten,"Wincent Weiss, Johannes Oerding",2021,62d30BdDeSz8D9TFc3wx6m,DEUM72007091
Circles,Post Malone,2019,21jGcNKet2qwijlDFuPiPb,USUM71915699
"Marmor, Stein und Eisen bricht",Drafi Deutscher,1987,70gS6bjAjFc96IIunuRj1c,DEA619361400
Why,Annie Lennox,1992,2fYYmPNwDaNpw1KRSxpQ5H,GBARL9200025
Cheap Thrills,Sia,2016,27SdWb2rFzO6GWiYDBTD9j,USRC11502935
Under Pressure - Remastered 2011,"Queen, David Bowie",1982,2fuCquhmrzHpu5xcA1ci9x,GBUM71029622
Numb / Encore,"JAŸ-Z, Linkin Park",2004,7dyluIqv7QYVTXXZiMWPHW,USWB10403681
Good Vibrations,The Beach Boys,2012,7tf64lNC31lWlTsih0nfZf,USCA21202140
Ain't That A Shame,Fats Domino,1959,4ZfQwNx3FlCN07cnUvekh3,USEM38700044
Das Boot,U96,1992,5A3IdgGphzKS2etiGFB73S,DEPI81403435
Praise You,Fatboy Slim,1998,10yY7i70r9wtllofw0GIpx,GBBMQ9900055
Could I Have This Kiss Forever,"Enrique Iglesias, Whitney Houston",1999,01qCxvpyyIm0a0RG3uYxEm,USIR19915205
Major Tom (...völlig losgelöst),Peter Schilling,1999,6lXKNdOsnaLv9LwulZbxNl,DEA629252500
Where Is The Love?,Black Eyed Peas,2003,0xmjwnQ3FNE6HuWCt2nHdZ,USIR10311862
It Wasn't Me,"Shaggy, Rik Rok",2000,3WkibOpDF7cQ5xntM1epyf,USMC10000393
