title,artist,estimated_year,spotify_track_id,isrc
Don't Stop Believin',Journey,2001,77NNZQSqzLNqh2A9JhLRkg,USSM18100116
Everybody Talks,Neon Trees,2012,2iUmqdfGZcHIhS3b9E9EWq,USUM71119189
Just A Girl,No Doubt,1995,5lWRaa0fBxDE5yU91npPq7,USIR19500272
Tom Sawyer,Rush,1981,3QZ7uX97s82HFYSmQUAN1D,USMR18180103
Planet Zero,Shinedown,2022,7g2LuO2QFplZfsLKRFiVHl,USAT22108481
If Tomorrow Never Comes,Wage War,2021,3ft1FFY67pkJqUokA2t7ba,US5262124230
Dark Side,Blind Channel,2022,2vICdcAEc10WfqMeRxOF1I,FIRAN2100001
Absolute Zero,Stone Sour,2012,14EORgkbXqIx5K4Haucmnb,NLA321292440
White Rabbit,Jefferson Airplane,1967,4vpeKl0vMGdAXpZiQB2Dtd,USRC10301017
Nightmare,Avenged Sevenfold,2010,4UEo1b0wWrtHMC8bVqPiH8,USWB11001149
Bohemian Rhapsody - Remastered 2011,Queen,1975,4u7EnebtmKWzUH433cf5Qv,GBUM71029604
Dancing With Myself,Billy Idol,1985,1BY1Vd2Bt6JPOhMvsIwtVv,USNPD1217889
Duality,Slipknot,2004,61mWefnWQOLf90gepjOCb3,NLA320420785
Bark at the Moon,Ozzy Osbourne,1983,2E7W1X4maFFcjHrVrFA7Vs,USSM18300021
Bite Me,Avril Lavigne,2022,6dfwRetlyLPBoQzdufbOWj,USAT22107181
Immigrant Song - Remaster,Led Zeppelin,1970,78lgmZwycJ3nzsdgmPPGNx,USAT21300934
House of the Rising Sun,The Animals,2003,4mn2kNTqiGLwaUR8JdhJ1l,GBAYE6400209
London Calling,The Clash,1979,124Y9LPRCAz3q2OP0iCvcJ,GBBBN7902002
Fox On The Run,Sweet,2010,1kecaz54iduPLO4VPszTbC,USA371080587
I Wanna Be Sedated,Ramones,1978,5NoQvINZLBV1wMYPdNmReL,USRH11802019
Highway Star,Deep Purple,1990,79q7xFOodcfIVbpNHjE2gB,GBDXG0600146
Figure It Out,Royal Blood,2014,3MjrueDQKVr6xDDseZwhEd,GBAHT1400222
Could Have Been Me,The Struts,2016,3IyCL4Em1GOpNGDf451Hg1,GBUM71304611
