title,artist,csv_year,mb_year,mb_year_source,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,final_year
We're Going To Ibiza!,Vengaboys,1999,1998,musicbrainz,1,6trzHhvr6xqYJkNnbWwXz2,We're Going To Ibiza!,Vengaboys,playlist_import,,NLC529811170,true,1998
Tarzan Boy,Baltimora,1985,1984,musicbrainz,1,273uCXd7NPrInaiNqtkOrA,Tarzan Boy,Baltimora,playlist_import,,ITD008500001,true,1984
When Love Takes Over (feat. Kelly Rowland),"David Guetta, Kelly Rowland",2010,2009,musicbrainz,1,1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),"David Guetta, Kelly Rowland",playlist_import,,FRZID0900200,true,2009
Walking On Sunshine,Katrina & The Waves,1985,1985,musicbrainz,0,05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,playlist_import,,USCA28500452,true,1985
Perfect,Fairground Attraction,1988,1988,musicbrainz,0,2X90tKH59XlulLjbT4vci1,Perfect,Fairground Attraction,playlist_import,,GBARL8800011,true,1988
Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,1970,musicbrainz,0,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,playlist_import,,USC4R0817643,true,1970
Je ne parle pas français,Namika,2018,2018,musicbrainz,0,4eJqzRN15DabYK4byfWghD,Je ne parle pas français,Namika,playlist_import,,DEE861800295,true,2018
One Dance,"Drake, Wizkid, Kyla",2016,2016,musicbrainz,0,1zi7xx7UVEFkmKfv06H8x0,One Dance,"Drake, Wizkid, Kyla",playlist_import,,USCM51600028,true,2016
Vayamos compañeros - Radio Edit,Marquess,2007,2007,musicbrainz,0,6LTAv2W4zYWM5rSKdgHWZS,Vayamos compañeros - Radio Edit,Marquess,playlist_import,,DEA620700217,true,2007
MMMBop,Hanson,1997,1997,musicbrainz,0,0lnxrQAd9ZxbhBBe7d8FO8,MMMBop,Hanson,playlist_import,,USMR19786791,true,1997
High,Lighthouse Family,1997,1997,musicbrainz,0,0AQHfKjzky28rf5ytfBANJ,High,Lighthouse Family,playlist_import,,GBALS9700072,true,1997
Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,1995,1995,musicbrainz,0,0fXy5mDtuSBtBMkNtAUhG6,Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,playlist_import,,usx9p1318548,true,1995
Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,1991,musicbrainz,0,20XdEFyaUR9C7aDIdq2OAd,Summertime,DJ Jazzy Jeff & The Fresh Prince,playlist_import,,USJI19100002,true,1991
I Gotta Feeling,Black Eyed Peas,2009,2009,musicbrainz,0,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,playlist_import,,USUM70965169,true,2009
The Look,Roxette,1988,1988,musicbrainz,0,2oWMI54r0qT4N8Xb4C76vq,The Look,Roxette,playlist_import,,SEAME8878010,true,1988
Breaking Me,"Topic, A7S",2019,2019,musicbrainz,0,3H7ihDc1dqLriiWXwsc2po,Breaking Me,"Topic, A7S",playlist_import,,DEUM71906724,true,2019
Here Comes The Sun - Remastered 2009,The Beatles,1969,1969,musicbrainz,0,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,playlist_import,,GBAYE0601696,true,1969
Eine Woche wach,Mickie Krause,2019,2019,musicbrainz,0,6aRlZoOO6dqXQtqq2wiQZ1,Eine Woche wach,Mickie Krause,playlist_import,,DEUM71901939,true,2019
Was du Liebe nennst,Bausa,2017,2017,musicbrainz,0,4hKWUzhQWsOkgT6LnDEASe,Was du Liebe nennst,Bausa,playlist_import,,DEA621702378,true,2017
How Deep Is Your Love,"Calvin Harris, Disciples",2015,2015,musicbrainz,0,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,"Calvin Harris, Disciples",playlist_import,,GBARL1500704,true,2015
Lady Marmalade - Single Edit,"Christina Aguilera, Lil' Kim, Mýa, P!nk",2001,2001,musicbrainz,0,0PSZ9G584Ve27GK6ThlY6P,Lady Marmalade - Single Edit,"Christina Aguilera, Lil' Kim, Mýa, P!nk",playlist_import,,USUM72206801,true,2001
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",2019,2019,musicbrainz,0,6osaMSJh9NguagEDQcZaKx,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",playlist_import,,USUG11901580,true,2019
Alles neu,Peter Fox,2008,2008,musicbrainz,0,5hqxBvQJ3XJDSbxT9vyyqA,Alles neu,Peter Fox,playlist_import,,DEA620800706,true,2008
World In Our Hands,Taio Cruz,2011,2011,musicbrainz,0,79xJXZeudmfMq4ay9yCFGd,World In Our Hands,Taio Cruz,playlist_import,,GBUM71109576,true,2011
New York-Rio-Tokyo,Trio Rio,1986,1986,musicbrainz,0,68h3Um0UOY8FkMfcelv4Vb,New York-Rio-Tokyo,Trio Rio,playlist_import,,DEHA68600002,true,1986
All I Wanna Do,Sheryl Crow,1993,1993,musicbrainz,0,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,playlist_import,,USAM19300013,true,1993
River,Tom Gregory,2021,2021,musicbrainz,0,5nD2zmNcN7jZ1lrdj4ZVxX,River,Tom Gregory,playlist_import,,DEN062100149,true,2021
Wavin' Flag,K'NAAN,2009,2009,musicbrainz,0,20Vs0dtWsL7eZ87YAvubJj,Wavin' Flag,K'NAAN,playlist_import,,USUM70951245,true,2009
Could You Be Loved,Bob Marley & The Wailers,1980,1980,musicbrainz,0,5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Bob Marley & The Wailers,playlist_import,,USIR28000016,true,1980
Take Me Tonight,Alexander Klaws,2003,2003,musicbrainz,0,2lWLGJ0C4vCi8EmNAvzzzm,Take Me Tonight,Alexander Klaws,playlist_import,,DEC730300065,true,2003
United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",1994,1994,musicbrainz,0,0f3cKxB4avKAHNgucJ6S9O,United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",playlist_import,,DEA619450270,true,1994
Faded Love,Leony,2021,2021,musicbrainz,0,0HzHUF33G1dPmd2eNULyfa,Faded Love,Leony,playlist_import,,DEN062004998,true,2021
La La La,"Naughty Boy, Sam Smith",2013,2013,musicbrainz,0,3wPPWcVuinAU7dXcJXtCID,La La La,"Naughty Boy, Sam Smith",playlist_import,,GBAAA1300148,true,2013
Fresh,Kool & The Gang,1984,1984,musicbrainz,0,1mMYaXpT65iZDtvfRA9EkE,Fresh,Kool & The Gang,playlist_import,,USUMG0000175,true,1984
Helden 2008,Revolverheld,2008,2008,musicbrainz,0,4iyshfXSQnB0yhQr4Uoyqp,Helden 2008,Revolverheld,playlist_import,,DEA810800202,true,2008
Sofia,Alvaro Soler,2016,2016,musicbrainz,0,5vj59ONIVbyhcrI8ZSwoRo,Sofia,Alvaro Soler,playlist_import,,DEUM71601055,true,2016
Cruisen,Massive Töne,2002,2002,musicbrainz,0,6e5kuZssmkwWL3Yt4jwTRy,Cruisen,Massive Töne,playlist_import,,DEA610200332,true,2002
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",2016,2016,musicbrainz,0,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",playlist_import,,FR9W11601798,true,2016
Baker Street,Gerry Rafferty,1978,1978,musicbrainz,0,5gOd6zDC8vhlYjqbQdJVWP,Baker Street,Gerry Rafferty,playlist_import,,GBAYE7800619,true,1978
I Want To Break Free,Queen,2018,2018,musicbrainz,0,7iAqvWLgZzXvH38lA06QZg,I Want To Break Free,Queen,playlist_import,,GBUM71805978,true,2018
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,2016,musicbrainz,0,0x93VOS1AOKUgJkZjcG1sh,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,playlist_import,,USRC11600876,true,2016
Wake Me Up,Avicii,2013,2013,musicbrainz,0,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,playlist_import,,SEUM71301326,true,2013
Hollaback Girl,Gwen Stefani,2004,2004,musicbrainz,0,0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,Gwen Stefani,playlist_import,,USIR10400847,true,2004
Where Do You Go,No Mercy,1996,1996,musicbrainz,0,37tzoWY1ubBQKGXiWdO5Qv,Where Do You Go,No Mercy,playlist_import,,DED169600128,true,1996
Whatever,CRO,2013,2013,musicbrainz,0,2jEM4UBJxs98Uf4NEe48iD,Whatever,CRO,playlist_import,,DEW921300229,true,2013
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",2013,2013,musicbrainz,0,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",playlist_import,,USQX91300809,true,2013
Venus,Bananarama,1986,1986,musicbrainz,0,4XX1pFUkQOZTYp6Hb6a6Ae,Venus,Bananarama,playlist_import,,GBAAP9600095,true,1986
Pump Up The Jam,Technotronic,1989,1989,musicbrainz,0,21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,playlist_import,,BED018901375,true,1989
Heat Waves,Glass Animals,2020,2020,musicbrainz,0,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,playlist_import,,GBUM72000433,true,2020
Conga!,"Miami Sound Machine, Gloria Estefan",1985,1985,musicbrainz,0,3FdHgoJbH3DXNtGLh56pFu,Conga!,"Miami Sound Machine, Gloria Estefan",playlist_import,,USSM10026825,true,1985
Weekend,Earth & Fire,1979,1979,musicbrainz,0,1bZr5vH0cfmKu5ODpD0DEO,Weekend,Earth & Fire,playlist_import,,NLC287900009,true,1979
Love Is You - Radio Version,Thomas Godoj,2008,2008,musicbrainz,0,0ydk0oiUuGNyeUFeWlkjUS,Love Is You - Radio Version,Thomas Godoj,playlist_import,,DEE860800369,true,2008
People Everyday,Arrested Development,1992,1992,musicbrainz,0,6JvodgYcsthsORxPsEYUoe,People Everyday,Arrested Development,playlist_import,,USCH39200007,true,1992
Sucker,Jonas Brothers,2019,2019,musicbrainz,0,22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,playlist_import,,USUG11900515,true,2019
Let's Get Loud,Jennifer Lopez,1999,1999,musicbrainz,0,42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,Jennifer Lopez,playlist_import,,USSM19900597,true,1999
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2018,2018,musicbrainz,0,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",playlist_import,,GBARL1800368,true,2018
Mambo No. 5 (a Little Bit of...),Lou Bega,1999,1999,musicbrainz,0,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),Lou Bega,playlist_import,,DEH259900010,true,1999
Talkin' Bout a Revolution,Tracy Chapman,1988,1988,musicbrainz,0,0YMFcrMtBowDdD5bPz0cgy,Talkin' Bout a Revolution,Tracy Chapman,playlist_import,,USEE10100547,true,1988
Sonic Empire - Short Mix,Members Of Mayday,1997,1997,musicbrainz,0,19iYbGg080uoVvudEvrN43,Sonic Empire - Short Mix,Members Of Mayday,playlist_import,,DEE199700014,true,1997
Senza Una Donna,Zucchero,1987,1987,musicbrainz,0,3ShEGKdskF0ke7iW2u9gjD,Senza Una Donna,Zucchero,playlist_import,,IT9008701810,true,1987
Coco Jamboo,Mr. President,1996,1996,musicbrainz,0,5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,Mr. President,playlist_import,,DEBS80500020,true,1996
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,2003,2003,musicbrainz,0,1AjQE5MtP5jHQMyDepbvLI,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,playlist_import,,USUR10300367,true,2003
Ö La Palöma - Radio Edit,Ö La Palöma Boys,1999,1999,musicbrainz,0,6JUhYg1RCDoEkBDoX9eDQL,Ö La Palöma - Radio Edit,Ö La Palöma Boys,playlist_import,,DEQ989900065,true,1999
Jetzt oder nie,Maite Kelly,2016,2016,musicbrainz,0,5Q5mE6WAW410uleWj0Qjz7,Jetzt oder nie,Maite Kelly,playlist_import,,DEUM71602757,true,2016
Umbrella - Radio Edit,"Rihanna, JAŸ-Z",2007,2007,musicbrainz,0,113v1MA9MTShy98uCz37nO,Umbrella - Radio Edit,"Rihanna, JAŸ-Z",playlist_import,,USUM70731242,true,2007
Stop! In The Name Of Love,The Supremes,1965,1965,musicbrainz,0,52FlwUMMDnTK8TGkCag9Jd,Stop! In The Name Of Love,The Supremes,playlist_import,,USMO16500288,true,1965
The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,2002,2002,musicbrainz,0,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,playlist_import,,ES5110204224,true,2002
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1972,1972,musicbrainz,0,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,playlist_import,,GBAMB7200006,true,1972
Dance The Night,Dua Lipa,2023,2023,musicbrainz,0,11C4y2Yz1XbHmaQwO06s9f,Dance The Night,Dua Lipa,playlist_import,,USAT22305730,true,2023
One Night Stand,Capital Bra,2018,2018,musicbrainz,0,4i2DmyVwf29lEdmLGNTyGM,One Night Stand,Capital Bra,playlist_import,,DEWS21700051,true,2018
Sunny,Bobby Hebb,1966,1966,musicbrainz,0,4vju55Ag7apDL2CfotuE7Q,Sunny,Bobby Hebb,playlist_import,,USPR39402093,true,1966
Ti Amo,Pietro Lombardi,2021,2021,musicbrainz,0,2vlXmglKhzSlV5XJgPzjnx,Ti Amo,Pietro Lombardi,playlist_import,,DEUM72115879,true,2021
Spirit In The Sky - Deluxe Edition,Norman Greenbaum,1969,1969,musicbrainz,0,0jvN7eQJJt4nxQzgQfZ1SP,Spirit In The Sky - Deluxe Edition,Norman Greenbaum,playlist_import,,USRE19600416,true,1969
Stadt,"Cassandra Steen, Adel Tawil",2009,2009,musicbrainz,0,6nE5RgNaFN5E5bpXeH2z9M,Stadt,"Cassandra Steen, Adel Tawil",playlist_import,,DEUM70900096,true,2009
Lila Wolken,"Marteria, Miss Platnum, Yasha",2012,2012,musicbrainz,0,2i7LYnvqSFfmimscnZqVLn,Lila Wolken,"Marteria, Miss Platnum, Yasha",playlist_import,,DEQ321200214,true,2012
Mi Gente,"J Balvin, Willy William",2017,2017,musicbrainz,0,5r6X3m7zrVHmU2lSp3DXmP,Mi Gente,"J Balvin, Willy William",playlist_import,,FR22F1701790,true,2017
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],"Asaf Avidan, The Mojos, Wankelmut",2012,2012,musicbrainz,0,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],"Asaf Avidan, The Mojos, Wankelmut",playlist_import,,DEQ321200132,true,2012
Summer,Calvin Harris,2014,2014,musicbrainz,0,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,playlist_import,,GBARL1400296,true,2014
Du,Peter Maffay,1970,1970,musicbrainz,0,6fFshpRdAV1MHSpzXP3Yyk,Du,Peter Maffay,playlist_import,,DEA818100076,true,1970
Rhythm Is A Dancer,SNAP!,1992,1992,musicbrainz,0,1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,SNAP!,playlist_import,,DET189200600,true,1992
Dubi Dam Dam - Radio Edit,Banaroo,2005,2005,musicbrainz,0,6FRw4Ed7mA8b1bVbWVL3yI,Dubi Dam Dam - Radio Edit,Banaroo,playlist_import,,DEBA20500001,true,2005
Without You,Mariah Carey,1993,1993,musicbrainz,0,1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,playlist_import,,USSM19303176,true,1993
Closer,Ne-Yo,2008,2008,musicbrainz,0,0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,playlist_import,,USUM70809378,true,2008
Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,1994,1994,musicbrainz,0,1m3YR95r3ZuLtu66T8l4Ab,Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,playlist_import,,CAU119402044,true,1994
Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",2001,2001,musicbrainz,0,0EbWhshcHu8Y0NkdgABv3d,Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",playlist_import,,DEE860100326,true,2001
Black Velvet,Alannah Myles,1989,1989,musicbrainz,0,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,playlist_import,,USAT20103053,true,1989
Waterfall,"Michael Schulte, R3HAB",2023,2023,musicbrainz,0,7aJgh6LCvhXJfD7PHjhG70,Waterfall,"Michael Schulte, R3HAB",playlist_import,,DEUM72119688,true,2023
The Power,SNAP!,1990,1990,musicbrainz,0,0nQLxiNGbbUoSGrxksETLm,The Power,SNAP!,playlist_import,,DET189000100,true,1990
Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",2004,2004,musicbrainz,0,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",playlist_import,,USMC10400640,true,2004
Love Generation - Radio Edit,"Bob Sinclar, Gary Pine",2005,2005,musicbrainz,0,3s3DWOPtKQSgJVDRKu85Tt,Love Generation - Radio Edit,"Bob Sinclar, Gary Pine",playlist_import,,FRQ380500331,true,2005
Femme Like U,K.Maro,2004,2004,musicbrainz,0,4iVnfuAmwJNAGsiHz8Po6Y,Femme Like U,K.Maro,playlist_import,,FRZ160400064,true,2004
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,1967,1967,musicbrainz,0,6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,playlist_import,,USSM16701024,true,1967
I Believe,KAMRAD,2022,2022,musicbrainz,0,6Gz7e7gqh7ytnzZzgSA9AR,I Believe,KAMRAD,playlist_import,,QMDA62184030,true,2022
Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",2023,2023,musicbrainz,0,2F2p7b5Xq20mRyEeWYaeUF,Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",playlist_import,,DEE862300093,true,2023
La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",2005,2005,musicbrainz,0,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",playlist_import,,USSM10501700,true,2005
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",2006,2006,musicbrainz,0,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",playlist_import,,USJI10600269,true,2006
Summer Of '69,Bryan Adams,1984,1984,musicbrainz,0,0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,playlist_import,,USAM18490006,true,1984
Cover Me In Sunshine,"P!nk, Willow Sage Hart",2021,2021,musicbrainz,0,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,"P!nk, Willow Sage Hart",playlist_import,,USRC12100138,true,2021
Hot In Herre,Nelly,2002,2002,musicbrainz,0,3hpUL1gDZWiz8k4DtYhZsS,Hot In Herre,Nelly,playlist_import,,USUR10200252,true,2002
Guten Morgen Sonnenschein,Nana Mouskouri,1977,1977,musicbrainz,0,5lpXFKgD6PeT6endUq5EX9,Guten Morgen Sonnenschein,Nana Mouskouri,playlist_import,,CH0527780010,true,1977
Blondes Wunder,Bernhard Brink,2001,2001,musicbrainz,0,6Nrs5TM730JUEp44XKOWqu,Blondes Wunder,Bernhard Brink,playlist_import,,DEA600100316,true,2001
Nur Noch Schuhe An!,"Mickie Krause, Willi Herren",2012,2012,musicbrainz,0,2Fo33Bf61uSKCtFmTcgxuV,Nur Noch Schuhe An!,"Mickie Krause, Willi Herren",playlist_import,,DEC611200301,true,2012
Sexy Eis,Bürger Lars Dietrich,1996,1996,musicbrainz,0,76UofYbCEIpOfu12Ls1kPt,Sexy Eis,Bürger Lars Dietrich,playlist_import,,DEA619650050,true,1996
Scatman's World,Scatman John,1995,1995,musicbrainz,0,6dugx9WBSS8TDxbKqp9zmj,Scatman's World,Scatman John,playlist_import,,DKELA9610002,true,1995
Waves,Mr. Probz,2013,2013,musicbrainz,0,3s8GJ1A9ujxsKcLaJ2wY7Q,Waves,Mr. Probz,playlist_import,,TCABN1366256,true,2013
Rosemarie,Hubert Kah,1982,1982,musicbrainz,0,4LYvl2jiB2EkCpZzTA8vxS,Rosemarie,Hubert Kah,playlist_import,,DEF068200820,true,1982
Fade To Grey,Visage,1980,1980,musicbrainz,0,3yobQNuKVJ62WDU7h725Fu,Fade To Grey,Visage,playlist_import,,USPR38080067,true,1980
Solo Para Ti,"Alvaro Soler, Topic",2022,2022,musicbrainz,0,2uAgZ0PelSImQe3BME9CiT,Solo Para Ti,"Alvaro Soler, Topic",playlist_import,,DEUM72201943,true,2022
Everytime,Britney Spears,2003,2003,musicbrainz,0,0dRhSF9LV0HR8Jwd3MMMKJ,Everytime,Britney Spears,playlist_import,,USJI10301010,true,2003
Jungle Drum,Emilíana Torrini,2008,2008,musicbrainz,0,49sGyqfSqURWHIKDbkTfdQ,Jungle Drum,Emilíana Torrini,playlist_import,,GBCVZ0802439,true,2008
Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",2014,2014,musicbrainz,0,5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",playlist_import,,DEA621400286,true,2014
Obsesion,"Aventura, Judy Santos",2002,2002,musicbrainz,0,65H6t1WQBim6q93yM8fEwn,Obsesion,"Aventura, Judy Santos",playlist_import,,US83W0500074,true,2002
The Edge Of Glory,Lady Gaga,2011,2011,musicbrainz,0,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,Lady Gaga,playlist_import,,USUM71106458,true,2011
Heaven,U96,1996,1996,musicbrainz,0,3gpFz8oAnbKQz83jf17yco,Heaven,U96,playlist_import,,DED579602560,true,1996
Wannabe,Spice Girls,1996,1996,musicbrainz,0,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,playlist_import,,GBAAA9600008,true,1996
"'54, '74, '90, 2010",Sportfreunde Stiller,2006,2006,musicbrainz,0,6ee1motyT1KuUMiz8dMqxj,"'54, '74, '90, 2010",Sportfreunde Stiller,playlist_import,,DEUM70602470,true,2006
Daddy Cool,Boney M.,1976,1976,musicbrainz,0,3WMbD1OyfKuwWDWMNbPQ4g,Daddy Cool,Boney M.,playlist_import,,DEC737600002,true,1976
Sweet About Me,Gabriella Cilmi,2008,2008,musicbrainz,0,3Ws8j16fKE1jj74XksiyV6,Sweet About Me,Gabriella Cilmi,playlist_import,,GBUM70709626,true,2008
Au Revoir (feat. Sido),"Mark Forster, Sido",2014,2014,musicbrainz,0,1ZMODMeLK5x6W8r8jsmmgX,Au Revoir (feat. Sido),"Mark Forster, Sido",playlist_import,,DEQ321400093,true,2014
Hamma! - Single Edit,Culcha Candela,2007,2007,musicbrainz,0,3vaBHxfz5WPBLLPt1hTUvI,Hamma! - Single Edit,Culcha Candela,playlist_import,,DEUM70706793,true,2007
Shape of You,Ed Sheeran,2017,2017,musicbrainz,0,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,playlist_import,,GBAHS1600463,true,2017
Jumpin' Jack Flash,The Rolling Stones,2021,2021,musicbrainz,0,1uBsu3PbD2909UBIfEMLvK,Jumpin' Jack Flash,The Rolling Stones,playlist_import,,USA171810060,true,2021
Kingston Town,UB40,1989,1989,musicbrainz,0,1YnVYHXoak0syv4xBRHQRb,Kingston Town,UB40,playlist_import,,GBAAA8900032,true,1989
I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",2019,2019,musicbrainz,0,3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran & Justin Bieber, Justin Bieber",playlist_import,,GBAHS1900672,true,2019
Please Don't Go,Double You,1992,1992,musicbrainz,0,0bwNb4KRkhzahJJMFsGoPR,Please Don't Go,Double You,playlist_import,,IT00C9200201,true,1992
Rose Garden,Lynn Anderson,1971,1971,musicbrainz,0,5YwgJ6lpZ3SiAQwBEpjqey,Rose Garden,Lynn Anderson,playlist_import,,USSM17000700,true,1971
This Love,Maroon 5,2002,2002,musicbrainz,0,6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,playlist_import,,USJAY0300080,true,2002
It's Not Unusual,Tom Jones,1965,1965,musicbrainz,0,3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,Tom Jones,playlist_import,,GBF076520010,true,1965
"Türlich, Türlich (Sicher, Dicker)",Das Bo,2000,2000,musicbrainz,0,0zv3f19rNhmZhNmNA2xJsF,"Türlich, Türlich (Sicher, Dicker)",Das Bo,playlist_import,,DEZN32100024,true,2000
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",1998,1998,musicbrainz,0,31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",playlist_import,,USSM19803488,true,1998
No No Never,Texas Lightning,2006,2006,musicbrainz,0,5EEiZp74udn1TOG6ty9Pq6,No No Never,Texas Lightning,playlist_import,,DEX570600001,true,2006
Summertime Sadness,Lana Del Rey,2012,2012,musicbrainz,0,7sZUHAC6nadme4EwrLe99Q,Summertime Sadness,Lana Del Rey,playlist_import,,GBUM71111565,true,2012
Get It On,T. Rex,1971,1971,musicbrainz,0,0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,playlist_import,,GBCHM7100038,true,1971
Maria,US5,2005,2005,musicbrainz,0,5e4K5KMw5o13ZDLS6ONAEf,Maria,US5,playlist_import,,DEPI82102292,true,2005
Lieblingsmensch,Namika,2015,2015,musicbrainz,0,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,Namika,playlist_import,,DEE861500389,true,2015
Let It Be - Remastered 2009,The Beatles,1970,1970,musicbrainz,0,7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,playlist_import,,GBAYE0601713,true,1970
Around the World (La La La La La),"A Touch Of Class, Pete Konemann",2000,2000,musicbrainz,0,0IbTukfZdB91gclEXUQZkH,Around the World (La La La La La),"A Touch Of Class, Pete Konemann",playlist_import,,DEP810000008,true,2000
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",2011,2011,musicbrainz,0,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",playlist_import,,USUM71100061,true,2011
Love Runs Out,OneRepublic,2014,2014,musicbrainz,0,3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,OneRepublic,playlist_import,,USUM71404631,true,2014
Never Gonna Give You Up,Rick Astley,1987,1987,musicbrainz,0,4cOdK2wGLETKBW3PvgPWqT,Never Gonna Give You Up,Rick Astley,playlist_import,,GBARL9300135,true,1987
Semi-Charmed Life,Third Eye Blind,1997,1997,musicbrainz,0,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,playlist_import,,USEE19701203,true,1997
