title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
Don't Stop Me Now - Remastered 2011,Queen,1978,5T8EDUDqKcs6OSOwEsfqG7,GBUM71029610,Jazz (2011 Remaster),album,1978-11-10,209413,Queen,12,1
Bad To The Bone,George Thorogood & The Destroyers,1982,6s0NHplywwr1IjnQpUpWJk,USEM38500069,BAD TO THE BONE,album,1982-01-01,292173,George Thorogood & The Destroyers,6,1
Poison,Alice Cooper,1989,5XcZRgJv3zMhTqCyESjQrF,USSM18900004,Trash,album,1989-07-25,269712,Alice Cooper,1,1
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997,34x6hEJgGAOQvmlMql5Ige,USSM18600108,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",compilation,1997-03-25,215133,Kenny Loggins,5,1
Thunderstruck,AC/DC,1990,57bgtoPSgt236HzfBOd8kj,AUAP09000014,The Razors Edge,album,1990-09-24,292333,AC/DC,1,1
Children of the Grave,Black Sabbath,2016,4JADjxwEqz3UOQROjg9TiJ,GBAJE7100085,The Ultimate Collection,compilation,2016-10-28,316066,Black Sabbath,5,1
Altes Fieber,Die Toten Hosen,2012,1qPea3SGgcs2ODFweqK7hP,DEF241230008,"""Ballast der Republik"" plus Jubiläums-Album ""Die Geister, die wir riefen""",album,2012-05-04,210733,Die Toten Hosen,5,1
Creep,Radiohead,1993,70LcF31zb1H0PyJoS1Sx1r,GBAYE9200070,Pablo Honey,album,1993-02-22,238640,Radiohead,2,1
Dragula,Rob Zombie,1998,6Nm8h73ycDG2saCnZV8poF,USGF19821203,Hellbilly Deluxe,album,1998-01-01,222826,Rob Zombie,3,1
Angels Fall,Breaking Benjamin,2015,2D9BrlpeyjXF0vli2dYQ5V,USHR11536293,Dark Before Dawn,album,2015-06-23,228866,Breaking Benjamin,3,1
I Miss the Misery,Halestorm,2012,60rHc4AkLlP4XVSATvBb6K,USAT21200150,The Strange Case of...,album,2012-04-03,183506,Halestorm,3,1
Two Princes,Spin Doctors,1991,4ePP9So5xRzspjLFVVbj90,USSM19000350,Pocket Full Of Kryptonite,album,1991-08-27,256733,Spin Doctors,7,1
Breaking the Law,Judas Priest,1980,2RaA6kIcvomt77qlIgGhCT,GBBBN8000007,British Steel,album,1980,153840,Judas Priest,3,1
Lola Montez,Volbeat,2013,34rCwPVIy1OZKfIbXC9KmN,DKNE11300109,Outlaw Gentlemen & Shady Ladies,album,2013-01-01,267680,Volbeat,9,1
Ain't Talkin' 'Bout Love,Van Halen,1996,0ddmUcKR9WjqmaT4FlhMNU,USWB17700031,Best of Volume 1,compilation,1996-09-24,226973,Van Halen,2,1
Just What I Needed,The Cars,1978,4alHo6RGd0D3OUbTPExTHN,USEE17500009,The Cars,album,1978-06-06,225626,The Cars,3,1
San Quentin,Nickelback,2022,2fDy68BuFDTa7UGVicym4Z,QMRSZ2202409,Get Rollin',album,2022-11-18,211457,Nickelback,1,1
First Date,blink-182,2001,1fJFuvU2ldmeAm5nFIHcPP,USMC10110874,Take Off Your Pants And Jacket,album,2001,171533,blink-182,3,1
Joker And The Thief,Wolfmother,2005,6dNJ3lasVLPd0078T9yqlm,AUUM70500115,Wolfmother,album,2005-01-01,279666,Wolfmother,6,1
Don't Threaten Me with a Good Time,Panic! At The Disco,2016,2fh3bZ8jZhMxOcfESE9nQY,USAT21503695,Death of a Bachelor,album,2016-01-15,213093,Panic! At The Disco,2,1
To Hell and Back,Sabaton,2014,1BrgjqSg9du0lj3TUMLluL,SE2EG1400105,Heroes,album,2014-05-16,206546,Sabaton,5,1
All Star,Smash Mouth,1999,3cfOd4CMv2snFaKAnMdnvK,USIR19902220,Astro Lounge,album,1999-06-08,200373,Smash Mouth,5,1
White Trash Millionaire,Black Stone Cherry,2011,3UWYmWg9j8KVV08ANBqcLB,NLA321190959,Between the Devil & the Deep Blue Sea (Special Edition),album,2011-05-27,198680,Black Stone Cherry,1,1
Getting Along,Royal Republic,2016,1Ly7xppUgLEZ4iwxRAR9Sf,DEUM71503581,Weekend Man,album,2016-02-26,137306,Royal Republic,14,1
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,1993,3IuSgREoO5y88HdIcE2Xee,USMC19341323,Bat Out Of Hell II: Back Into Hell (Deluxe),album,1993-09-14,316466,Meat Loaf,2,2
Risin' High - Def Core Grind Version,H-Blockx,2004,0H16myxA7GIjekgP0YC8Sa,DED149300010,More Than A Decade - Best Of H-Blockx,compilation,2004-10-19,236826,H-Blockx,7,1
Fake It,Seether,2007,4eAwB5pnKFTmsgc3zWoYO0,USWU30700132,Finding Beauty In Negative Spaces (Bonus Track Version),album,2007-01-01,193893,Seether,2,1
Seven Nation Army,The White Stripes,2003,3dPQuX8Gs42Y7b454ybpMR,USVT10300001,Elephant,album,2003-04-01,232106,"The White Stripes, Jack White",1,1
Love Hurts,Nazareth,2009,11lz5IuUrg2qVuNrGPRVq2,USAM17502195,The Anthology,compilation,2009-07-13,233293,Nazareth,12,1
Gimme Shelter,The Rolling Stones,1969,6H3kDe7CGoWYBabAeVWGiD,USA176910020,Let It Bleed,album,1969-12-05,270773,The Rolling Stones,1,1
The Kids Aren't Alright,The Offspring,1998,4EchqUKQ3qAQuRNKmeIpnf,USSM19804363,Americana,album,1998-11-16,180160,The Offspring,5,1
Self Esteem,The Offspring,1994,1FkoVC85Ds3mFoK0fVqEqP,USEP40312208,Smash,album,1994-04-08,257826,The Offspring,8,1
Jekyll and Hyde,Five Finger Death Punch,2015,6efSwlK3LOlWOeKK9xlUKF,US5Z51500620,Got Your Six,album,2015-09-04,206903,Five Finger Death Punch,2,1
S.O.S. (Sawed Off Shotgun),The Glorious Sons,2017,1FjvK5qumqi0sMbw8yqmMX,CABD61705406,Young Beauties and Fools,album,2017-10-13,195173,The Glorious Sons,8,1
Red Flag,Billy Talent,2006,2RZWdE8kYPlCAcRUYDeuLC,USAT20612281,Billy Talent II,album,2006-06-23,198173,Billy Talent,2,1
Heaven Knows,The Pretty Reckless,2014,7F5jxmwf1uWVqh6nbYz7rl,USRZR1353301,Going to Hell,album,2014-03-17,224854,The Pretty Reckless,3,1
"Dance, Dance",Fall Out Boy,2005,0a7BloCiNzLDD9qSQHh5m7,USDJ20500174,From Under The Cork Tree,album,2005-05-03,180266,Fall Out Boy,3,1
Help,Papa Roach,2017,0IbiFpXPFpvCAIs9WMX5wC,USDPK1700067,Crooked Teeth,album,2017-05-19,214797,Papa Roach,7,1
You Give Love A Bad Name,Bon Jovi,1986,0rmGAIH9LNJewFw7nKzZnc,USPR39402224,Slippery When Wet,album,1986-08-16,222706,Bon Jovi,2,1
All Day and All of the Night,The Kinks,1964,1mfV2kv9RwFKVI8kEQlmOJ,GBAJE6400007,Kinks (Deluxe Edition),album,1964-02-02,142226,The Kinks,23,1
Every You Every Me,Placebo,1998,2Srd8Jgif3kc6ou6Z4pSYJ,GBAAA9820460,Without You I'm Nothing,album,1998-10-12,213800,Placebo,8,1
Paradise City,Guns N' Roses,1987,6eN1f9KNmiWEhpE2RhQqB5,USGF18714806,Appetite For Destruction,album,1987-07-21,405600,Guns N' Roses,6,1
Monsters (feat. blackbear),"All Time Low, blackbear",2020,0tyR7Bu9P086aWBFZ4QJoo,USAT22000034,"Wake Up, Sunshine",album,2020-04-03,174067,All Time Low,7,1
Enter Sandman,Metallica,1991,5sICkBXVmaCQk5aISGR3x1,GBF089190013,Metallica,album,1991-08-12,331266,Metallica,1,1
Nothin' But A Good Time,Poison,1988,6G09JrmKdDAe29eSH8ZQmR,USCA28800138,Open Up And Say . . . Ahh!,album,1988-05-03,223406,Poison,2,1
You're The One,Greta Van Fleet,2018,0iYBNrznkCwhN3xCmNVJpo,USUM71811327,Anthem Of The Peaceful Army,album,2018-10-19,266933,Greta Van Fleet,6,1
I'm a Believer,The Monkees,2008,1CSLeVCXmetBh8IkTPMFdL,USRH10125749,The Best of The Monkees,compilation,2008-07-01,165613,The Monkees,5,1
Guerrilla Radio,Rage Against The Machine,1999,1wsRitfRRtWyEapl0q22o8,USSM19919500,The Battle Of Los Angeles,album,1999-11-02,206200,Rage Against The Machine,2,1
Down with the Sickness,Disturbed,2000,40rvBMQizxkIqnjPdEWY1v,USGI19900180,The Sickness,album,2000-03-07,279213,Disturbed,4,1
Stay,"Maurice Williams, Zodiacs",1961,12BB5t506Of3s3NPBoKScC,DEXO32234723,Presenting Maurice Williams,compilation,1961-08-12,97493,Maurice Williams,1,1
Open Your Eyes,Guano Apes,1997,5oxpT46KeiEuckYnChgFFT,DEC689700412,Proud Like a God,album,1997,187560,Guano Apes,1,1
1979,The Smashing Pumpkins,2001,3h5zik31hTTat9jmpCZZNC,USVI29500052,(Rotten Apples) The Smashing Pumpkins Greatest Hits,compilation,2001-01-01,263573,The Smashing Pumpkins,9,1
Like a Stone,Audioslave,2002,2MrWu3Gt6ucsOHC6eE8oLV,USSM10211587,Audioslave,album,2002-11-17,293960,Audioslave,5,1
Radioactive,Kings of Leon,2010,60CirPlTOEWOUBus7HxV3B,USRC11000673,Come Around Sundown (Expanded Edition),album,2010-10-19,206186,Kings of Leon,2,1
Ocean Avenue,Yellowcard,2003,23oxJmDc1V9uLUSmN2LIvx,USCA20300233,Ocean Avenue,album,2003-01-01,198266,Yellowcard,3,1
Man in the Box,Alice In Chains,1990,6gZVQvQZOFpzIy3HblJ20F,USSM19000727,Facelift,album,1990-08-01,285200,Alice In Chains,2,1
Cherry Pie,Warrant,1990,7LygtNjQ65PSdzVjUnHXQb,USSM10006917,Cherry Pie,album,1990-10-14,201026,Warrant,1,1
Higher,Creed,1999,1ZozJfi8u9cO2Ob8KwiwNT,USWU39909053,Human Clay,album,1999-01-01,316733,Creed,9,1
Drive,Incubus,1999,7nnWIPM5hwE3DaUBkvOIpy,USSM19911007,Make Yourself,album,1999-10-26,232453,Incubus,8,1
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,1979,7rPzEczIS574IgPaiPieS3,GBN9Y1100099,The Wall (Remastered),album,1979-11-30,228586,Pink Floyd,5,1
"Girls, Girls, Girls",Mötley Crüe,1987,3439OLNIeD3y68kVuoZUO5,USBY29900190,"Girls, Girls, Girls (Deluxe Version)",album,1987-05-15,270533,Mötley Crüe,2,1
Lonely Boy,The Black Keys,2011,5G1sTBGbZT5o4PNRc75RKI,USNO11100273,El Camino,album,2011-12-06,193653,The Black Keys,1,1
Fortunate Son,Creedence Clearwater Revival,1969,4BP3uh0hFLFRb5cjsgLqDh,USC4R0817618,Willy And The Poor Boys (Expanded Edition),album,1969-11-02,140773,Creedence Clearwater Revival,6,1
Push,Matchbox Twenty,1996,2KVwlelhxKUy8LVV6JypH3,USAT29600042,Yourself or Someone Like You,album,1996-10-01,238666,Matchbox Twenty,4,1
Mr. Brightside,The Killers,2004,003vvx7Niy0yvhvHt4a68B,USIR20400274,Hot Fuss,album,2004,222973,The Killers,2,1
Free Fallin',Tom Petty,1989,5tVA6TkbaAH9QMITTQRrNv,USMC18925673,Full Moon Fever,album,1989-01-01,256000,Tom Petty,1,1
Come Together - Remastered 2009,The Beatles,1969,2EqlS6tkEnglzr7tkKAAYD,GBAYE0601690,Abbey Road (Remastered),album,1969-09-26,259946,The Beatles,1,1
Dream On,Aerosmith,1973,1xsYj84j7hUDDnTTerGWlH,USSM10011897,Aerosmith,album,1973-01-05,267596,Aerosmith,3,1
Army of the Night,Powerwolf,2015,6vQT1Y3MTGCpc31VIF5Ela,ATN261558603,Blessed & Possessed,album,2015-07-17,201386,Powerwolf,3,1
"Paint It, Black",The Rolling Stones,1966,63T7DJ1AFDD6Bn8VzG6JE8,USA176610020,Aftermath,album,1966-04-15,202266,The Rolling Stones,1,1
Everlong,Foo Fighters,1997,5UWwZ5lm5PKu6eKsHAGxOk,USRW29600011,The Colour And The Shape,album,1997-05-20,250546,Foo Fighters,11,1
Tanzt du noch einmal mit mir?,Broilers,2011,1QH6osxkowQm4nkulzn7wX,GBDHC1122904,Santa Muerte,album,2011-06-10,174386,Broilers,4,1
Run To You,Bryan Adams,1984,2RWFncSWZEhSRRifqiDNVV,USAM18490003,Reckless (30th Anniversary / Deluxe Edition),album,1984-11-05,233270,Bryan Adams,3,1
I Hate Everything About You,Three Days Grace,2003,6rUp7v3l8yC4TKxAAR5Bmx,USJI10300075,Three Days Grace (Expanded Edition),album,2003-07-22,231480,Three Days Grace,3,1
Separate Ways,Journey,2008,4NiyMmBdlVHpZWScgdBvnt,ITG270800246,Revelation,album,2008,327786,Journey,7,2
Still into You,Paramore,2013,1yjY7rpaAQvKwpdUliHx0d,USAT21300012,Paramore,album,2013-04-05,216013,Paramore,9,1
Sharp Dressed Man,ZZ Top,2014,7aXgo7vAHDjHR0JrCX2qJv,USWB10901928,The Baddest,compilation,2014-06-09,179333,ZZ Top,2,1
Barracuda,Heart,1977,4KfSdst7rW39C0sfhArdrz,USSM10009075,Little Queen,album,1977-05-14,261495,Heart,1,1
Last Resort,Papa Roach,2000,5W8YXBz9MTIDyrpYaCg2Ky,USDW10021712,Infest,album,2000-04-25,199906,Papa Roach,2,1
Born To Be Wild,Steppenwolf,1968,63OFKbMaZSDZ4wtesuuq6f,USMC16846563,Steppenwolf,album,1968,210373,Steppenwolf,5,1
Buddy Holly,Weezer,1994,3mwvKOyMmG77zZRunnxp9E,USGF19562907,Weezer,album,1994-05-10,159226,Weezer,4,1
Your Betrayal,Bullet For My Valentine,2010,25GC50HslaaruyrKjdu0lP,USJI11000030,Fever,album,2010-04-20,291426,Bullet For My Valentine,1,1
She Sells Sanctuary,The Cult,1985,3qLZ866ZfaK0B0R5FIqXLG,GBAZP9700076,Love,album,1985-10-18,252533,The Cult,9,1
Coming Undone,Korn,2005,3o7TMr6RmIusYH7Kkg7ujR,USVI20500588,See You On the Other Side,album,2005-12-06,199773,Korn,9,1
Jailhouse Rock,Elvis Presley,1958,4gphxUgq0JSFv2BCLhNDiE,USRC15705223,Elvis' Golden Records,compilation,1958-03-21,149232,Elvis Presley,5,1
Break,Three Days Grace,2009,1uDoIHd5SWYKWvorJvMoWE,USJI10900480,Life Starts Now,album,2009-11-27,193106,Three Days Grace,2,1
Riptide,Beartooth,2023,4Xgono4pmRbojXlCIYh8or,USP6L2201114,The Surface,album,2023-10-13,211119,Beartooth,2,1
Hey Joe,Jimi Hendrix,1967,0OQcEcs36ckWOB1nywhmBV,USQX90900767,Are You Experienced,album,1967-05-12,210000,Jimi Hendrix,12,1
The Anthem,Good Charlotte,2002,0BRHnOFm6sjxN1i9LJrUDu,USSM10209827,The Young and The Hopeless,album,2002-10-04,175093,Good Charlotte,2,1
Entre dos tierras,Heroes Del Silencio,1990,4rJdaSwOCHLBhxdMsymeMw,ES5089000064,Senderos De Traición,album,1990,368320,Heroes Del Silencio,1,1
1985,Bowling For Soup,2004,4UuHWIkAWnN176A2rx7YFB,USJI10400613,A Hangover You Don't Deserve,album,2004-09-11,193000,Bowling For Soup,3,1
Mother,Danzig,1988,7txxAtOMwLLnQTpKeBL6bp,USSM18800169,Danzig,album,1988-01-01,204866,Danzig,6,1
Dark Matter,Pearl Jam,2024,0S4VR8n0KBkE6DxrjArswJ,USUG12309749,Dark Matter,album,2024-04-19,211720,Pearl Jam,4,1
Won’t Stand Down,Muse,2022,6Wi8Byfq6xH0lEkqZbOZg9,GBAHT2102036,Will Of The People,album,2022-08-26,209061,Muse,4,1
School's Out,Alice Cooper,1972,5Z8EDau8uNcP1E8JvmfkZe,USWB19900782,School's Out,album,1972,210106,Alice Cooper,1,1
My Own Summer (Shove It),Deftones,1997,1158ckiB5S4cpsdYHDB9IF,USMV29700142,Around the Fur,album,1997-10-27,214760,Deftones,1,1
Trouble’s Coming,Royal Blood,2021,6voIJ7OWwRabSZDC77D5Hp,GBAHT2000193,Typhoons,album,2021-04-30,228400,Royal Blood,1,1
Panama,Van Halen,1996,42Lq6GBO5KUSNeSgJsOoke,USWB18300002,Best of Volume 1,compilation,1996-09-24,212640,Van Halen,8,1
All I Want,A Day To Remember,2010,4JsDHMv5PVO8N07DbDq33r,USVIC1060302,What Separates Me From You,album,2010-11-16,202640,A Day To Remember,2,1
Walk This Way,Aerosmith,1975,4JfuiOWlWCkjP6OKurHjSn,USSM19906481,Toys In The Attic,album,1975-04-08,220310,Aerosmith,4,1
Johnny B. Goode,Chuck Berry,1959,2QfiRTz5Yc8DdShCxG1tB2,USMC15719963,Berry Is On Top,album,1959-07-01,161560,Chuck Berry,6,1
Song 2,Blur,2000,3GfOAdcoc3X5GPiiXmpBjK,GBAYE9600015,Blur: The Best Of,compilation,2000-10-23,121880,Blur,2,1
Stacy's Mom,Fountains Of Wayne,2003,27L8sESb3KR79asDUBu8nW,USESC0300016,Welcome Interstate Managers,album,2003-01-01,197986,Fountains Of Wayne,3,1
Rockstar,Nickelback,2005,3RlsVPIIs5KFhLFhxZ4iDF,NLA320581343,All the Right Reasons (Walmart Exclusive Edition),album,2005-09-26,252040,Nickelback,11,1
Raining Blood,Slayer,1986,4fiOTntQKr24p07FvQDHZE,USSM18600241,Reign In Blood (Expanded),album,1986-10-07,255186,Slayer,10,1
Monster,Skillet,2009,5XQNN3cHwYRzPv08CHuQNZ,USAT20901851,Awake (Deluxe Edition),album,2009-08-24,178013,Skillet,2,1
Dirty Little Secret,The All-American Rejects,2005,5ZdzNVOmCSp5HFLk0EgvJS,USDW10500128,Move Along,album,2005-07-12,193653,The All-American Rejects,1,1
Just Pretend,Bad Omens,2022,1H4Y9uW4N0LsxJUz0VnaPJ,USYFZ2264208,THE DEATH OF PEACE OF MIND,album,2022-02-25,204676,Bad Omens,8,1
All Right Now,Free,1970,1gcESexgftSuLuML57Y69q,GBAAN7000001,Fire And Water,album,1970-06-26,330643,Free,7,1
Baba O'Riley,The Who,1971,3qiyyUfYe7CRYLucrPmulD,GBAKW7100001,Who's Next (Deluxe Edition),album,1971-08-14,300400,The Who,1,1
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,2010,5BB0Jzw60KyfSTyjJqtely,USRE11000909,Danger Days: The True Lives of the Fabulous Killjoys,album,2010-11-19,205960,My Chemical Romance,2,1
Rock You Like A Hurricane,Scorpions,1999,26YRbGDk6FmMouQpW8uTE9,DEC371300042,Best,compilation,1999,252440,Scorpions,2,1
Cold as Ice,Foreigner,1977,7vidktgNZFQylTgH1GEnMs,USAT29900657,Foreigner (Expanded),album,1977-03-08,203133,Foreigner,2,1
Money - 2023 Remaster,Pink Floyd,1973,1WBxSsaYTfTkx2SiqiSyHS,GBN9Y2200020,The Dark Side Of The Moon (50th Anniversary) [2023 Remaster],album,1973-03-01,382200,Pink Floyd,6,1
White Wedding,Billy Idol,1985,0bvpSvOYt4KTfZIZJmyFOs,USNPD1227957,Vital Idol,album,1985,506226,Billy Idol,1,1
Renegade,Styx,1995,2AteFs3KWb0OiKxQRnbH9T,USAM17800365,Greatest Hits,compilation,1995-01-01,253706,Styx,8,1
The Pretender,Foo Fighters,2007,7x8dCjCr0x6x2lXKujYD34,USRW30700007,"Echoes, Silence, Patience & Grace",album,2007-09-25,269306,Foo Fighters,1,1
Be Bop a Lula,"Gene Vincent, Gene Vincent & His Blue Caps",2007,1QUQkPdroMjVD4FeEQ1c3U,FR8V60700068,Saga All Stars: Be Bop a Lula / 1956,compilation,2007-08-20,156493,Gene Vincent,1,1
Roxanne,The Police,1978,3EYOJ48Et32uATr9ZmLnAo,GBAAM0201086,Outlandos D'Amour (Remastered 2003),album,1978-11-02,191946,The Police,3,1
Hold the Line,TOTO,1978,4aVuWgvD0X63hcOCnZtNFA,USSM17800444,Toto,album,1978-10-10,235552,TOTO,9,1
The Boys Are Back In Town,Thin Lizzy,1976,43DeSV93pJPT4lCZaWZ6b1,GBF087600063,Jailbreak (Deluxe Edition),compilation,1976,266720,Thin Lizzy,6,1
LosT,Bring Me The Horizon,2023,5BgnL6gHauuvxe4Ok6W1aC,GBARL2202050,LosT,single,2023-05-04,205368,Bring Me The Horizon,1,1
CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),"Corey Taylor, Tech N9ne, Kid Bookie",2020,3FD20yHJtt1QTrWs2rpw9C,NLA322000271,CMFT,album,2020-10-02,314446,Corey Taylor,12,1
(Don't Fear) The Reaper,Blue Öyster Cult,1976,5QTxFnGygVM4jFQiBovmRo,USSM17600477,Agents Of Fortune,album,1976,308123,Blue Öyster Cult,3,1
The Vengeful One,Disturbed,2015,3jjU4Pky1ja5J1onU6ei4T,USRE11500172,Immortalized (Deluxe Edition),album,2015-08-14,252002,Disturbed,3,1
Don't Stop Believin',Journey,2001,77NNZQSqzLNqh2A9JhLRkg,USSM18100116,The Essential Journey,compilation,2001-10-16,248906,Journey,2,1
Everybody Talks,Neon Trees,2012,2iUmqdfGZcHIhS3b9E9EWq,USUM71119189,Picture Show,album,2012-01-01,177280,Neon Trees,3,1
Just A Girl,No Doubt,1995,5lWRaa0fBxDE5yU91npPq7,USIR19500272,Tragic Kingdom,album,1995-10-10,209200,No Doubt,3,1
Tom Sawyer,Rush,1981,3QZ7uX97s82HFYSmQUAN1D,USMR18180103,Moving Pictures (2011 Remaster),album,1981-02-12,276880,Rush,1,1
Planet Zero,Shinedown,2022,7g2LuO2QFplZfsLKRFiVHl,USAT22108481,Planet Zero,album,2022-07-01,222738,Shinedown,3,1
If Tomorrow Never Comes,Wage War,2021,3ft1FFY67pkJqUokA2t7ba,US5262124230,Manic,album,2021-10-01,280000,Wage War,11,1
Dark Side,Blind Channel,2022,2vICdcAEc10WfqMeRxOF1I,FIRAN2100001,Lifestyles of the Sick & Dangerous,album,2022-07-08,177800,Blind Channel,2,1
Absolute Zero,Stone Sour,2012,14EORgkbXqIx5K4Haucmnb,NLA321292440,"House of Gold & Bones, Part 1",album,2012-10-17,229840,Stone Sour,2,1
White Rabbit,Jefferson Airplane,1967,4vpeKl0vMGdAXpZiQB2Dtd,USRC10301017,Surrealistic Pillow,album,1967,150640,Jefferson Airplane,10,1
Nightmare,Avenged Sevenfold,2010,4UEo1b0wWrtHMC8bVqPiH8,USWB11001149,Nightmare,album,2010-07-25,374453,Avenged Sevenfold,1,1
Bohemian Rhapsody - Remastered 2011,Queen,1975,4u7EnebtmKWzUH433cf5Qv,GBUM71029604,A Night At The Opera (2011 Remaster),album,1975-11-21,354320,Queen,11,1
Dancing With Myself,Billy Idol,1985,1BY1Vd2Bt6JPOhMvsIwtVv,USNPD1217889,Vital Idol,album,1985,359733,Billy Idol,2,1
Duality,Slipknot,2004,61mWefnWQOLf90gepjOCb3,NLA320420785,Vol. 3: The Subliminal Verses (Special Edition),album,2004,252613,Slipknot,4,1
Bark at the Moon,Ozzy Osbourne,1983,2E7W1X4maFFcjHrVrFA7Vs,USSM18300021,Bark At The Moon (Expanded Edition),album,1983-12-10,257126,Ozzy Osbourne,1,1
Bite Me,Avril Lavigne,2022,6dfwRetlyLPBoQzdufbOWj,USAT22107181,Love Sux,album,2022-02-25,159746,Avril Lavigne,3,1
Immigrant Song - Remaster,Led Zeppelin,1970,78lgmZwycJ3nzsdgmPPGNx,USAT21300934,Led Zeppelin III (Remaster),album,1970,146250,Led Zeppelin,1,1
House of the Rising Sun,The Animals,2003,4mn2kNTqiGLwaUR8JdhJ1l,GBAYE6400209,The Singles Plus,compilation,2003-02-28,269906,The Animals,3,1
London Calling,The Clash,1979,124Y9LPRCAz3q2OP0iCvcJ,GBBBN7902002,London Calling (Expanded Edition),compilation,1979,199733,The Clash,1,1
Fox On The Run,Sweet,2010,1kecaz54iduPLO4VPszTbC,USA371080587,Rare Studio Tracks,compilation,2010-05-01,198573,Sweet,4,1
I Wanna Be Sedated,Ramones,1978,5NoQvINZLBV1wMYPdNmReL,USRH11802019,Road to Ruin (40th Anniversary Deluxe Edition),album,1978,149786,Ramones,7,1
Highway Star,Deep Purple,1990,79q7xFOodcfIVbpNHjE2gB,GBDXG0600146,Deepest Purple: The Very Best of Deep Purple,compilation,1990-07-23,367946,Deep Purple,7,1
Figure It Out,Royal Blood,2014,3MjrueDQKVr6xDDseZwhEd,GBAHT1400222,Royal Blood,album,2014-08-18,183602,Royal Blood,3,1
Could Have Been Me,The Struts,2016,3IyCL4Em1GOpNGDf451Hg1,GBUM71304611,Everybody Wants,album,2016-03-04,187653,The Struts,2,1
