title,artist,estimated_year,spotify_track_id,isrc
Theater,Katja Ebstein,1994,0AwEdicbbKKAoB7ft7pJWI,DEA818000024
Ich wär so gern so blöd wie du,Tic Tac Toe,1997,6KzWkQmHEJKn7OjjY3DWOF,DEAF71252075
Für dich,Brunner & Brunner,1994,6eMtXTaaO3PhIm4HDxwqi8,DEA609400535
Du-nur-du-nur-du,Isabel Varell,2002,2o4d3FuAqSEPmrLv58kgUB,DEA810100842
7 Leben,Mitch Keller,2015,6mrZ7QI1oXRljeIj65bzGB,DELV41501180
"Du, die Wanne ist voll","Dieter Hallervorden, Helga Feddersen",2015,7pmnNvK57vUPyE6G40w9cv,DEF077803620
Weil ich so sexy bin,Trude Herr,1998,7dBGhQKRVw80qBH0l0O1fS,DEF076102350
Das rote Pferd,Markus Becker,2022,5bAYcyOEQP8vuQFK7fPWcc,DEUM72204976
Ich war noch niemals in New York,Udo Jürgens,2001,18q9XvWQgY1iO3PLGMit8l,DEA818200038
Kein Schwein ruft mich an,Max Raabe,2017,6snrhpcIeThzC82aYBvOVG,DEA659401519
Küssen kann man nicht alleine,Max Raabe,2011,3dHzw1D0j2r8NtBAUm5JWK,DEMP81000009
Du bist wie Feuer im Vulkan,Die Amigos,2010,5aMFZEH70hweRP65CQjPrp,ATV111032006
Herzensschöner,Rosenstolz,2016,2f8wJ142yv641OGfRbDN2h,DEF069712990
Guildo hat euch lieb! - Radio Version,"Guildo Horn & Die Orthopädischen Strümpfe, Alf Igel",2012,4xi3H3mVF5otEQuh5ChflP,DEA349800055
Sieben Tafeln Schokolade,Bernhard Brink,2010,2LivGZu4LX8XGcDruLQcv0,DEUM71008164
Dschinghis Khan - 2007 Version,Dschinghis Khan,2007,0ksebE6LrZocf2L5f4N1q7,DEUM70703330
Atemlos,Christian Lais,2020,3EIwjmVzjV7RACEuR0t7eS,DEQ092000026
Stadt met K,Kasalla,2015,48dosoGX5Bey5mk6BhCgKM,DED191400049
"Schnappi, das kleine Krokodil","Schnappi, Joy",2005,2QnAg9u1MmoNpm4O7zrYA4,DE1A12182791
Wir tanzen Lambada - Single Version,Andrea Jürgens,1977,2yF34rSpTLrsYERpJGhnZD,DEC719000003
Er gehört zu mir,Marianne Rosenberg,1994,6COzABVCHQzyvc3rTMtrXn,DEC737500013
Ich bin kein Model und kein Superstar,Ole ohne Kohle,2014,1x7NkMszGxP2FM7UrleXgX,DEQ121426023
Ein Lied auf das Leben,Feuerherz,2017,7r8IVN20TFSGq5pE4gR76C,DEUM71601761
Halleluja - Auf das Leben,Patrick Lindner,2001,4wbjZT1BXYbPyMFjJyPjLf,DEA810300110
Goldener Reiter,Joachim Witt,1981,7sgbBeINoJ4TDUDIloK9li,DEA629262331
Du liebst mich nicht,"Sabrina Setlur, Schwester S., Moses Pelham",1997,4OH0l5mfOTe7bPpfLvMsqk,DEP950400885
Ich mal für dich den Himmel blau,Olaf Henning,2011,333aeVEMhnYg58ZzQl6u82,DEG412093901
Haben Sie Wien schon bei Nacht geseh'n,Rainhard Fendrich,2016,3r1h1kMQzGlRXskhZeZPPJ,ATF068500020
"Ein Stern, der Deinen Namen trägt",Nik P.,2007,5SJMWWAzyQ5K3eoy0Vt4Pb,ATT259804700
Helikopter 117 (Mach' den Hub Hub Hub),Tobee,2017,1pMsWnQCaLQvL3O0vaMp5H,DEEQ81700134
Schöne Maid,Tony Marshall,2008,6lQZLaTrHZBIzTFOUkBpg2,DEC717100003
"Theo, wir fahr'n nach Lodz",Vicky Leandros,1994,2NPZ09aKySR09OoDbB8oVg,DEC719500393
... es kribbelt und es prickelt...,Kristina Bach,1997,4cVG5xxA7hndcFGOgLtDw6,DEA819700594
Egal was andere sagen,Eloy de Jong,2018,7MNyM2DCnKx3KdXYldisdo,DEQS91800285
Willkommen im Leben,Ute Freudenberg,2012,6BIwQcpjCTmziCwgTwDZsA,DEUM71201254
Rock mi,voXXclub,2019,2ipwltYElIXuzmhAtxtv8N,DEUM71204218
Herzbeben,Helene Fischer,2017,5mWceciQV51RPCBQCLAm3U,DEUM71704905
Ein bisschen Frieden,Nicole,2005,5ZSfGGi8OF1vSSVNAWdQT1,DEC718200001
Was soll das,Herbert Grönemeyer,2008,7EzRdo7g2oeVrTviOgaYbU,DEC610800612
Küss' die Hand schöne Frau - Neuaufnahme 2005,EAV (Erste Allgemeine Verunsicherung),2008,5MvoIM3l6dO7sysVDTfBLG,DEA810500973
Freundschaftsring,"Anna-Maria Zimmermann, Olaf Henning",2012,02lOuEnqVotV0nDmYUXK6B,DEC611200210
Sieben Tage,Die Flippers,1992,4FMXjWh8KS8hNG0rkhCyLV,DEC719700394
Wieder Alles Im Griff - Single Mix '99,Jürgen Drews,2006,0xJCFn6sMc3jgPmraCK0l6,DEG410540601
Heimweh,Plüsch,2002,5T0YtQ9KPWK6lIsaSjEXU9,CH0600200014
Hinter den Kulissen von Paris,Mireille Mathieu,2006,74ppWSwsyJYxQ9xQRuuPnB,DEC716900003
Gloria,Nik P.,2013,1s4gzBftZzmxLYEv3aISf3,ATT259703840
Schatzi schenk mir ein Foto,Mickie Krause,2012,4j8zZZWeP6Ijn5oKLlfelE,DEC611000840
Ich wünsch' mir 'ne kleine Miezekatze,Wum's Gesang,2008,3LE0oKAZ8PCHIHjrsZ5IRg,DEA817200001
Noch in 100.000 Jahren - Single Version,DJ Ötzi,2008,6LGpIWaJstYdRzGl1RE49z,DEUM70804328
Is was,Jürgen von der Lippe,1989,6N8bnX5uNPMAEblonTn5Fq,DEA818900057
Ich bau dir ein Schloss - Schlager Radio Mix,Jürgen Drews,2011,72QYg34KFQdcHd9Tuy7mOf,DEEQ80900100
"Verliebt, verlobt, verflixt nochmal",Beatrice Egli,2018,2EdQfODNo4itCgnh6rlxfi,DEUM71724471
"'54, '74, '90, 2006",Sportfreunde Stiller,2006,5UVXLUq8m3CnehQ283wkrv,DEUM70601432
Du Du Du,Vincent Gross,2017,3JMOwZynYYvRGrNLPlQOD9,DEA811700082
Mein Herz schlägt Schlager - Stereoact Remix,Vanessa Mai,2016,680Ilgt8TtFEb9baEEr0bu,DEA811600623
