title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number,mb_year,mb_year_source,mb_match_method,mb_score,deezer_year,deezer_invalid_year,deezer_status,deezer_track_id,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,manual_source_url,exclusion_reason,final_year,listenbrainz_match_status,listenbrainz_year_signal,listenbrainz_context_flags,listenbrainz_version_flags,listenbrainz_recommendation,listenbrainz_mb_year,listenbrainz_mb_year_source,listenbrainz_year_delta_vs_current_mb,listenbrainz_year_delta_vs_spotify,listenbrainz_recording_mbid,listenbrainz_recording_name,listenbrainz_release_mbid,listenbrainz_release_name,final_source,review_reason
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",,,,,2011,2011,Sorry For Party Rocking,album,2011-01-01,262146,LMFAO,3,1,2011,mb_ok,isrc,1.00,,,skipped_off,,,,,2011,auto_accepted_mb,auto: MusicBrainz strong match,,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",playlist_import,,USUM71100061,true,,,2011,,,,,,,,,,,,,,,
Bailando,Loona,,,,,2020,2020,Stars,album,2020-10-11,213544,Loona,7,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,0oxOXYVVZ7vDknU6kagLwO,Bailando,Loona,playlist_import,,NLJ2Y2000008,true,,,1995,,,,,,,,,,,,,,,
Macarena,Los Del Rio,,,,,2002,2002,Hits Of The 90s,compilation,2002-05-20,222626,Various Artists,10,1,1993,mb_ok,isrc,0.84,,,skipped_off,,1996,,,1993,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,6mhw2fEPH4fMF0wolNm96e,Macarena,Los Del Rio,playlist_import,,ES5109500538,true,,,1993,,,,,,,,,,,,,,,
Mambo No. 5 (a Little Bit of...),Lou Bega,,,,,1999,1999,A Little Bit of Mambo,album,1999-07-19,220293,Lou Bega,1,1,1999,mb_ok,isrc,1.00,,,skipped_off,,,,,1999,auto_accepted_mb,auto: MusicBrainz strong match,,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),Lou Bega,playlist_import,,DEH259900010,true,,,1999,,,,,,,,,,,,,,,
Despacito,"Luis Fonsi, Daddy Yankee",,,,,2019,2019,VIDA,album,2019-02-01,229360,Luis Fonsi,9,1,2017,mb_ok,isrc,1.00,,,skipped_off,,,,,2017,auto_accepted_mb,auto: MusicBrainz strong match,,6habFhsOp2NvshLv26DqMb,Despacito,"Luis Fonsi, Daddy Yankee",playlist_import,,USUM71607007,true,,,2017,,,,,,,,,,,,,,,
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,,,,,2003,2003,Almost Famous,album,2003-01-01,184906,Lumidee,4,1,2003,mb_ok,isrc,1.00,,,skipped_off,,,,,2003,auto_accepted_mb,auto: MusicBrainz strong match,,1AjQE5MtP5jHQMyDepbvLI,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,playlist_import,,USUR10300367,true,,,2003,,,,,,,,,,,,,,,
Rose Garden,Lynn Anderson,,,,,1971,1971,Rose Garden,album,1971,175866,Lynn Anderson,1,1,1971,mb_ok,isrc,1.00,,,skipped_off,,,,,1971,auto_accepted_mb,auto: MusicBrainz strong match,,5YwgJ6lpZ3SiAQwBEpjqey,Rose Garden,Lynn Anderson,playlist_import,,USSM17000700,true,,,1971,,,,,,,,,,,,,,,
Glow,Madcon,,,,,2010,2010,Contraband,album,2010-10-29,229933,Madcon,12,1,2010,mb_ok,isrc,1.00,,,skipped_off,,,,,2010,auto_accepted_mb,auto: MusicBrainz strong match,,4icNLSquKZp6e0iEkBn9RP,Glow,Madcon,playlist_import,,NOBLV1005010,true,,,2010,,,,,,,,,,,,,,,
La Isla Bonita,Madonna,,,,,1986,1986,True Blue,album,1986-06-30,242733,Madonna,7,1,1986,mb_ok,isrc,1.00,,,skipped_off,,,,,1986,auto_accepted_mb,auto: MusicBrainz strong match,,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna,playlist_import,,USWB19903355,true,,,1986,,,,,,,,,,,,,,,
Jetzt oder nie,Maite Kelly,,,,,2016,2016,Sieben Leben für dich,album,2016-10-14,206106,Maite Kelly,6,1,2016,mb_ok,isrc,1.00,,,skipped_off,,,,,2016,auto_accepted_mb,auto: MusicBrainz strong match,,5Q5mE6WAW410uleWj0Qjz7,Jetzt oder nie,Maite Kelly,playlist_import,,DEUM71602757,true,,,2016,,,,,,,,,,,,,,,
Without You,Mariah Carey,,,,,1993,1993,Music Box,album,1993-08-31,213666,Mariah Carey,7,1,1993,mb_ok,isrc,1.00,,,skipped_off,,,,,1993,auto_accepted_mb,auto: MusicBrainz strong match,,1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,playlist_import,,USSM19303176,true,,,1993,,,,,,,,,,,,,,,
Übermorgen,Mark Forster,,,,,2020,2020,Übermorgen,single,2020-05-01,163043,Mark Forster,1,1,2020,mb_ok,isrc,1.00,,,skipped_off,,,,,2020,auto_accepted_mb,auto: MusicBrainz strong match,,1NP7bzm8UksJUWXsuFoOwE,Übermorgen,Mark Forster,playlist_import,,DEQ322000065,true,,,2020,,,,,,,,,,,,,,,
Au Revoir (feat. Sido),"Mark Forster, Sido",,,,,2014,2014,Bauch und Kopf,album,2014-05-19,201618,Mark Forster,1,1,2014,mb_ok,isrc,1.00,,,skipped_off,,,,,2014,auto_accepted_mb,auto: MusicBrainz strong match,,1ZMODMeLK5x6W8r8jsmmgX,Au Revoir (feat. Sido),"Mark Forster, Sido",playlist_import,,DEQ321400093,true,,,2014,,,,,,,,,,,,,,,
You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",,,,,2007,2007,Mr. Lonely (Re-Edition),album,2007-07-27,216133,Mark Medlock,15,1,2007,mb_ok,isrc,0.96,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,264b3qoi07fjK6KxLuQ1NP,You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",playlist_import,,DEE860700443,true,,,2007,,,,,,,,,,,,,,,
When The Beat Drops Out,Marlon Roudette,,,,,2014,2014,Electric Soul,album,2014-01-01,204026,Marlon Roudette,3,1,2014,mb_ok,isrc,1.00,,,skipped_off,,,,,2014,auto_accepted_mb,auto: MusicBrainz strong match,,5aJhuze13LOoLthmiG8YIA,When The Beat Drops Out,Marlon Roudette,playlist_import,,GB27E1400001,true,,,2014,,,,,,,,,,,,,,,
Vayamos compañeros - Radio Edit,Marquess,,,,,2007,2007,Frenetica,album,2007-06-29,181253,Marquess,2,1,2007,mb_ok,isrc,1.00,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,6LTAv2W4zYWM5rSKdgHWZS,Vayamos compañeros - Radio Edit,Marquess,playlist_import,,DEA620700217,true,,,2007,,,,,,,,,,,,,,,
Lila Wolken,"Marteria, Miss Platnum, Yasha",,,,,2012,2012,Lila Wolken - EP,single,2012-09-11,228053,"Marteria, Yasha, Miss Platnum",1,1,2012,mb_ok,isrc,1.00,,,skipped_off,,,,,2012,auto_accepted_mb,auto: MusicBrainz strong match,,2i7LYnvqSFfmimscnZqVLn,Lila Wolken,"Marteria, Miss Platnum, Yasha",playlist_import,,DEQ321200214,true,,,2012,,,,,,,,,,,,,,,
Cruisen,Massive Töne,,,,,2002,2002,MT3,album,2002,235266,Massive Töne,2,1,2002,mb_ok,isrc,1.00,,,skipped_off,,,,,2002,auto_accepted_mb,auto: MusicBrainz strong match,,6e5kuZssmkwWL3Yt4jwTRy,Cruisen,Massive Töne,playlist_import,,DEA610200332,true,,,2002,,,,,,,,,,,,,,,
Holiday Rap - Version 1986,MC Miker & DJ Sven,,,,,2012,2012,Holiday Rap: Best of Collector Mc Miker & DJ Sven (Original Version),album,2012-01-01,266274,MC Miker & DJ Sven,1,1,1986,mb_ok,isrc,0.96,,,skipped_off,,,,no_result,1986,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,2wCgOxYof67qXam24a3pHz,Holiday Rap - Version 1986,MC Miker & DJ Sven,playlist_import,,NLE320400069,true,,,1986,,,,,,,,,,,,,,,
Sonic Empire - Short Mix,Members Of Mayday,,,,,1997,1997,Sonic Empire,single,1997-03-24,239462,Members Of Mayday,1,1,1997,mb_ok,isrc,0.98,,,skipped_off,,,,,1997,auto_accepted_mb,auto: MusicBrainz strong match,,19iYbGg080uoVvudEvrN43,Sonic Empire - Short Mix,Members Of Mayday,playlist_import,,DEE199700014,true,,,1997,,,,,,,,,,,,,,,
The Safety Dance,Men Without Hats,,,,,2013,2013,Greatest,album,2013-02-11,164866,Men Without Hats,1,1,1982,mb_ok,isrc,1.00,,,skipped_off,,,,,1982,auto_accepted_mb,auto: MusicBrainz strong match,,5O4NFbDqJ8SOfbjnIhdPDt,The Safety Dance,Men Without Hats,playlist_import,,GBBLG0200043,true,,,1982,,,,,,,,,,,,,,,
Conga!,"Miami Sound Machine, Gloria Estefan",,,,,1985,1985,Primitive Love,album,1985-08-13,254000,Miami Sound Machine,6,1,1985,mb_ok,isrc,1.00,,,skipped_off,,,,,1985,auto_accepted_mb,auto: MusicBrainz strong match,,3FdHgoJbH3DXNtGLh56pFu,Conga!,"Miami Sound Machine, Gloria Estefan",playlist_import,,USSM10026825,true,,,1985,,,,,,,,,,,,,,,
Waterfall,"Michael Schulte, R3HAB",,,,,2023,2023,Waterfall,single,2023-03-24,137999,"Michael Schulte, R3HAB",1,1,2023,mb_ok,isrc,1.00,,,skipped_off,,,,,2023,auto_accepted_mb,auto: MusicBrainz strong match,,7aJgh6LCvhXJfD7PHjhG70,Waterfall,"Michael Schulte, R3HAB",playlist_import,,DEUM72119688,true,,,2023,,,,,,,,,,,,,,,
Eine Woche wach,Mickie Krause,,,,,2019,2019,Eine Woche wach,single,2019-05-10,235899,Mickie Krause,1,1,2019,mb_ok,isrc,1.00,,,skipped_off,,,,,2019,auto_accepted_mb,auto: MusicBrainz strong match,,6aRlZoOO6dqXQtqq2wiQZ1,Eine Woche wach,Mickie Krause,playlist_import,,DEUM71901939,true,,,2019,,,,,,,,,,,,,,,
Nur Noch Schuhe An!,"Mickie Krause, Willi Herren",,,,,2012,2012,Nur Noch Schuhe An!,single,2012-01-01,218265,Mickie Krause,3,1,2012,mb_ok,isrc,0.96,,,skipped_off,,,,,2012,auto_accepted_mb,auto: MusicBrainz strong match,,2Fo33Bf61uSKCtFmTcgxuV,Nur Noch Schuhe An!,"Mickie Krause, Willi Herren",playlist_import,,DEC611200301,true,,,2012,,,,,,,,,,,,,,,
Moonlight Shadow,Mike Oldfield,,,,,2009,2009,The Mike Oldfield Collection,compilation,2009-01-01,218186,Mike Oldfield,13,2,1983,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1983,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4WpmwEdc4RBos8W8icSSxW,Moonlight Shadow,Mike Oldfield,playlist_import,,GBAAA8300001,true,,,1983,,,,,,,,,,,,,,,
Flowers,Miley Cyrus,,,,,2023,2023,Endless Summer Vacation,album,2023-03-10,200600,Miley Cyrus,1,1,2023,mb_ok,isrc,1.00,,,skipped_off,,,,,2023,auto_accepted_mb,auto: MusicBrainz strong match,,4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,playlist_import,,USSM12209777,true,,,2023,,,,,,,,,,,,,,,
Girl You Know It's True,Milli Vanilli,,,,,2013,2013,Girl You Know It's True - The Best Of Milli Vanilli,compilation,2013-07-26,198573,Milli Vanilli,1,1,1988,mb_ok,isrc,0.84,,,skipped_off,,1989,,,1988,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,0C7dYeCLF6ukChtW64UNge,Girl You Know It's True,Milli Vanilli,playlist_import,,DEC738800004,true,,,1988,,,,,,,,,,,,,,,
Akropolis Adieu,Mireille Mathieu,,,,,1976,1976,"Die Welt ist schön, Milord",album,1976,207373,Mireille Mathieu,11,1,1971,mb_ok,isrc,1.00,,,skipped_off,,,,,1971,auto_accepted_mb,auto: MusicBrainz strong match,,5mmuzYKRWwpgsUNxhMg2ZW,Akropolis Adieu,Mireille Mathieu,playlist_import,,DEC717100002,true,,,1971,,,,,,,,,,,,,,,
Hot Summer - Radio Edit,Monrose,,,,,2007,2007,Strictly Physical,album,2007-09-21,210053,Monrose,2,1,2007,mb_ok,isrc,1.00,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,2vxYcyUrfuyqjF8psauo6k,Hot Summer - Radio Edit,Monrose,playlist_import,,DEA620700243,true,,,2007,,,,,,,,,,,,,,,
Coco Jamboo,Mr. President,,,,,1996,1996,We See the Same Sun,album,1996-05-17,218733,Mr. President,2,1,1996,mb_ok,isrc,1.00,,,skipped_off,,,,,1996,auto_accepted_mb,auto: MusicBrainz strong match,,5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,Mr. President,playlist_import,,DEBS80500020,true,,,1996,,,,,,,,,,,,,,,
Waves,Mr. Probz,,,,,2013,2013,Waves,single,2013-11-22,174266,Mr. Probz,1,1,2013,mb_ok,isrc,1.00,,,skipped_off,,,,,2013,auto_accepted_mb,auto: MusicBrainz strong match,,3s8GJ1A9ujxsKcLaJ2wY7Q,Waves,Mr. Probz,playlist_import,,TCABN1366256,true,,,2013,,,,,,,,,,,,,,,
Je ne parle pas français,Namika,,,,,2018,2018,Que Walou,album,2018-06-01,180980,Namika,3,1,2018,mb_ok,isrc,1.00,,,skipped_off,,,,,2018,auto_accepted_mb,auto: MusicBrainz strong match,,4eJqzRN15DabYK4byfWghD,Je ne parle pas français,Namika,playlist_import,,DEE861800295,true,,,2018,,,,,,,,,,,,,,,
Lieblingsmensch,Namika,,,,,2015,2015,Nador,album,2015-07-24,190191,Namika,2,1,2015,mb_ok,isrc,1.00,,,skipped_off,,,,,2015,auto_accepted_mb,auto: MusicBrainz strong match,,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,Namika,playlist_import,,DEE861500389,true,,,2015,,,,,,,,,,,,,,,
Guten Morgen Sonnenschein,Nana Mouskouri,,,,,1977,1977,Glück ist wie ein Schmetterling (Originale),compilation,1977-01-01,156026,Nana Mouskouri,3,1,1977,mb_ok,isrc,1.00,,,skipped_off,,,,,1977,auto_accepted_mb_lb_confirmed,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,5lpXFKgD6PeT6endUq5EX9,Guten Morgen Sonnenschein,Nana Mouskouri,playlist_import,,CH0527780010,true,,,1977,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,1977,recording_first_release_date,0,0,a0deb2c9-c5f3-4cfe-88bb-2863990b3c26,Guten Morgen Sonnenschein,55618cb4-e70f-4ad3-be8d-96475978e36a,Glück ist wie ein Schmetterling,musicbrainz,lb_mb_confirmed
Closer,Ne-Yo,,,,,2008,2008,Year Of The Gentleman,album,2008-01-01,234360,Ne-Yo,1,1,2008,mb_ok,isrc,1.00,,,skipped_off,,,,,2008,auto_accepted_mb,auto: MusicBrainz strong match,,0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,playlist_import,,USUM70809378,true,,,2008,,,,,,,,,,,,,,,
Heart Of Gold,Neil Young,,,,,2010,2010,"Eat, Pray, Love",compilation,2010-01-01,188440,Various Artists,5,1,1972,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1972,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,5vd1QZ0tdXOExiegC55IAS,Heart Of Gold,Neil Young,playlist_import,,USRE19900182,true,,,1972,,,,,,,,,,,,,,,
Maneater,Nelly Furtado,,,,,2006,2006,Loose,album,2006-01-01,258893,Nelly Furtado,2,1,2006,mb_ok,isrc,0.90,,,skipped_off,,,,,2006,auto_accepted_mb,auto: MusicBrainz strong match,,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,playlist_import,,USUM70601449,true,,,2006,,,,,,,,,,,,,,,
Hot In Herre,Nelly,,,,,2002,2002,Nellyville,album,2002-06-25,228333,Nelly,2,1,2002,mb_ok,isrc,0.96,,,skipped_off,,,,,2002,auto_accepted_mb,auto: MusicBrainz strong match,,3hpUL1gDZWiz8k4DtYhZsS,Hot In Herre,Nelly,playlist_import,,USUR10200252,true,,,2002,,,,,,,,,,,,,,,
Where Do You Go,No Mercy,,,,,1996,1996,My Promise,album,1996-10-05,272093,No Mercy,1,1,1996,mb_ok,isrc,1.00,,,skipped_off,,,,,1996,auto_accepted_mb,auto: MusicBrainz strong match,,37tzoWY1ubBQKGXiWdO5Qv,Where Do You Go,No Mercy,playlist_import,,DED169600128,true,,,1996,,,,,,,,,,,,,,,
Ö La Palöma - Radio Edit,Ö La Palöma Boys,,,,,1999,1999,Ö La Palöma,single,1999-05-31,221466,Ö La Palöma Boys,1,1,1999,mb_ok,isrc,1.00,,,skipped_off,,,,,1999,auto_accepted_mb,auto: MusicBrainz strong match,,6JUhYg1RCDoEkBDoX9eDQL,Ö La Palöma - Radio Edit,Ö La Palöma Boys,playlist_import,,DEQ989900065,true,,,1999,,,,,,,,,,,,,,,
Im Nin'alu,Ofra Haza,,,,,1984,1984,Yemenite Songs,album,1984-12-01,318240,Ofra Haza,1,1,1984,mb_ok,isrc,1.00,,,skipped_off,,,,,1984,auto_accepted_mb,auto: MusicBrainz strong match,,5PomJFkGwOHkrk0Rfs2DnH,Im Nin'alu,Ofra Haza,playlist_import,,IL1001900030,true,,,1984,,,,,,,,,,,,,,,
Love Runs Out,OneRepublic,,,,,2014,2014,Native,album,2014-01-01,224853,OneRepublic,2,1,2014,mb_ok,isrc,1.00,,,skipped_off,,,,,2014,auto_accepted_mb,auto: MusicBrainz strong match,,3cOO5IQtOYs7huq4Z6lYfr,Love Runs Out,OneRepublic,playlist_import,,USUM71404631,true,,,2014,,,,,,,,,,,,,,,
D.I.S.C.O. - Single Version,Ottawan,,,,,1980,1980,D.I.S.C.O.,single,1980-01-01,196506,Ottawan,1,1,1980,mb_ok,isrc,0.84,,,skipped_off,,,,,1980,auto_accepted_mb,auto: MusicBrainz strong match,,7KkdYJqxvq4ZFq9gvFy06v,D.I.S.C.O. - Single Version,Ottawan,playlist_import,,FR58F7900100,true,,,1980,,,,,,,,,,,,,,,
Aicha,Outlandish,,,,,2003,2003,Aicha,single,2003-07-18,276760,Outlandish,1,1,2002,mb_ok,isrc,1.00,,,skipped_off,,,,,2002,auto_accepted_mb,auto: MusicBrainz strong match,,5g7rz8nma2gAaEBHlvT68N,Aicha,Outlandish,playlist_import,,DKADG0201504,true,,,2002,,,,,,,,,,,,,,,
Cover Me In Sunshine,"P!nk, Willow Sage Hart",,,,,2021,2021,Cover Me In Sunshine,single,2021-02-12,141050,"P!nk, Willow Sage Hart",1,1,2021,mb_match_uncertain,text,0.78,,,skipped_off,,,,,2021,auto_accepted_mb_lb_confirmed,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,"P!nk, Willow Sage Hart",playlist_import,,USRC12100138,true,,,2021,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,2021,recording_first_release_date,0,0,a8acab82-3308-40a0-bbc4-eb390237b853,Cover Me in Sunshine,936a0a82-11b1-4d3b-8202-dde08daccd10,Cover Me in Sunshine,musicbrainz,lb_mb_confirmed
Mysterious Girl - Radio Edit,Peter Andre,,,,,1997,1997,Natural,album,1997-01-10,217106,Peter Andre,3,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,3CiM7fBGbaP6jiyuH2Ot4j,Mysterious Girl - Radio Edit,Peter Andre,playlist_import,,GBAHS0400990,true,,,1995,,,,,,,,,,,,,,,
Alles neu,Peter Fox,,,,,2008,2008,Stadtaffe,album,2008-09-26,260093,Peter Fox,1,1,2008,mb_ok,isrc,1.00,,,skipped_off,,,,,2008,auto_accepted_mb,auto: MusicBrainz strong match,,5hqxBvQJ3XJDSbxT9vyyqA,Alles neu,Peter Fox,playlist_import,,DEA620800706,true,,,2008,,,,,,,,,,,,,,,
It's a Real Good Feeling,"Peter Kent, Luisa Fernandez",,,,,2000,2000,Lay Love on You,album,2000,233853,"Peter Kent, Luisa Fernandez",2,1,2010,mb_match_uncertain,text,0.96,,,skipped_off,,,,,2010,auto_accepted_mb_lb_confirmed,review_reason: mb_uncertain; risk_flags: mb_uncertain+mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_uncertain+mb_text_match_only; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,3k2F7ncBMqQOwAY29KiiPF,It's a Real Good Feeling,"Peter Kent, Luisa Fernandez",playlist_import,,AUXN22294751,true,,,2010,ok,confirms_current_mb,,,likely_accept_existing_mb,2010,recording_first_release_date,0,10,3a7d85fa-ba3f-4437-abb8-ac31048d73d4,It’s a Real Good Feeling,1090eb1c-7524-4b9e-9273-f6e7c7aad5b1,I Feel Good,musicbrainz,lb_mb_confirmed
Du,Peter Maffay,,,,,1970,1970,"Für das Mädchen, das ich liebe",album,1970-06-07,298093,Peter Maffay,10,1,1970,mb_ok,isrc,1.00,,,skipped_off,,,,,1970,auto_accepted_mb,auto: MusicBrainz strong match,,6fFshpRdAV1MHSpzXP3Yyk,Du,Peter Maffay,playlist_import,,DEA818100076,true,,,1970,,,,,,,,,,,,,,,
Ti Amo,Pietro Lombardi,,,,,2021,2021,Ti Amo,single,2021-06-18,173133,Pietro Lombardi,1,1,2021,mb_ok,isrc,0.96,,,skipped_off,,,,,2021,auto_accepted_mb,auto: MusicBrainz strong match,,2vlXmglKhzSlV5XJgPzjnx,Ti Amo,Pietro Lombardi,playlist_import,,DEUM72115879,true,,,2021,,,,,,,,,,,,,,,
I Know You Want Me (Calle Ocho),Pitbull,,,,,2009,2009,Pitbull Starring In Rebelution,album,2009-08-31,237120,Pitbull,3,1,2007,mb_ok,isrc,1.00,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,5RzFJd6W40SDTyZkX6xx45,I Know You Want Me (Calle Ocho),Pitbull,playlist_import,,USJAY0900144,true,,,2007,,,,,,,,,,,,,,,
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",,,,,1998,1998,Ghetto Supastar,album,1998-10-03,261133,Pras,2,1,1998,mb_ok,isrc,0.96,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",playlist_import,,USSM19803488,true,,,1998,,,,,,,,,,,,,,,
United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",,,,,1994,1994,Life In The Streets,album,1994-04-29,240893,Prince Ital Joe,2,1,1994,mb_ok,isrc,1.00,,,skipped_off,,,,,1994,auto_accepted_mb,auto: MusicBrainz strong match,,0f3cKxB4avKAHNgucJ6S9O,United (feat. Marky Mark) - Radio Edit,"Prince Ital Joe, Marky Mark",playlist_import,,DEA619450270,true,,,1994,,,,,,,,,,,,,,,
Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",,,,,2023,2023,Substitution (feat. Julian Perretta),single,2023-03-30,181477,"Purple Disco Machine, Kungs, Julian Perretta",1,1,2023,mb_ok,isrc,1.00,,,skipped_off,,,,,2023,auto_accepted_mb,auto: MusicBrainz strong match,,2F2p7b5Xq20mRyEeWYaeUF,Substitution (feat. Julian Perretta),"Purple Disco Machine, Kungs, Julian Perretta",playlist_import,,DEE862300093,true,,,2023,,,,,,,,,,,,,,,
Helden 2008,Revolverheld,,,,,2008,2008,Helden 2008,single,2008-05-23,181933,Revolverheld,1,1,2008,mb_ok,isrc,1.00,,,skipped_off,,,,,2008,auto_accepted_mb,auto: MusicBrainz strong match,,4iyshfXSQnB0yhQr4Uoyqp,Helden 2008,Revolverheld,playlist_import,,DEA810800202,true,,,2008,,,,,,,,,,,,,,,
Never Gonna Give You Up,Rick Astley,,,,,1987,1987,Whenever You Need Somebody,album,1987-11-12,213573,Rick Astley,1,1,1987,mb_ok,isrc,1.00,,,skipped_off,,,,,1987,auto_accepted_mb,auto: MusicBrainz strong match,,4cOdK2wGLETKBW3PvgPWqT,Never Gonna Give You Up,Rick Astley,playlist_import,,GBARL9300135,true,,,1987,,,,,,,,,,,,,,,
"The Cup of Life (La Copa De La Vida) [The Official Song of the World Cup, France '98][English]",Ricky Martin,,,,,2015,2015,The Greatest Hits,compilation,2015-10-19,271693,Ricky Martin,6,1,1998,mb_ok,isrc,0.96,,,skipped_off,,2001,,,1998,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,7aUCLXZ4D4UD5sCgIgxqjl,"The Cup of Life (La Copa De La Vida) [The Official Song of the World Cup, France '98][English]",Ricky Martin,playlist_import,,NLB639810008,true,,,1998,,,,,,,,,,,,,,,
Vamos a la Playa - 1983,Righeira,,,,,2012,2012,Best of Righeira (Le meilleur des annees 80),compilation,2012,217327,Righeira,1,1,1983,mb_ok,isrc,0.96,,,skipped_off,,,,no_result,1983,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,3iB7lzsBC7PdJLU9k2nttT,Vamos a la Playa - 1983,Righeira,playlist_import,,IT0728300001,true,,,1983,,,,,,,,,,,,,,,
Umbrella - Radio Edit,"Rihanna, JAŸ-Z",,,,,2007,2007,Umbrella,single,2007-03-29,257053,Rihanna,1,1,2007,mb_ok,isrc,1.00,,,skipped_off,,,,,2007,auto_accepted_mb,auto: MusicBrainz strong match,,113v1MA9MTShy98uCz37nO,Umbrella - Radio Edit,"Rihanna, JAŸ-Z",playlist_import,,USUM70731242,true,,,2007,,,,,,,,,,,,,,,
La Bamba - Single Version,Ritchie Valens,,,,,1959,1959,Ritchie Valens,album,1959,126960,Ritchie Valens,7,1,1958,mb_ok,isrc,1.00,,,skipped_off,,,,,1958,auto_accepted_mb,auto: MusicBrainz strong match,,2aEeghgUcnu75tzcolFMfs,La Bamba - Single Version,Ritchie Valens,playlist_import,,USRH10402003,true,,,1958,,,,,,,,,,,,,,,
