title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
mietfrei,"Ski Aggu, SIRA",2023,0fq2RzyyUoqELsONRF8ZzP,DE1FB2300064,denk mal drüber nach...,album,2023-10-12,141026,Ski Aggu,4,1
Friesenjung,"Ski Aggu, Joost, Otto Waalkes",2023,7b8Z1GU2plJy3aASZTiolF,DE1FB2300037,denk mal drüber nach...,album,2023-10-12,146086,Ski Aggu,13,1
Anders,"01099, Paul, Ski Aggu",2023,5RKvst7SDOCTWGlLcF6kSE,DE1GM2200005,Blaue Stunden,album,2023-11-03,155020,01099,7,1
Ich will nur dass du weißt - Radio Edit,"SDP, Adel Tawil",2015,5cNrYbEQ6QHj8LwibGk57Z,DETX41500514,Zurück in die Zukunst,album,2015-05-22,201729,SDP,18,1
Deine Freundin,SDP,2015,2qgA5x0hee7zlLeoxiekRC,DETX41500108,Zurück in die Zukunst,album,2015-05-22,176040,SDP,8,1
Sonnenbank Flavour,Bushido,2021,1S0Bs64Lu2tRbAoRLc7crq,CH7812198676,Von der Skyline zum Bordstein zurück,album,2021-09-03,220426,Bushido,4,1
Lieb's oder lass es,"Genetikk, Sido",2013,66MWev4H48W1ebKDnAwqYL,DEDG61300112,D.N.A.,album,2013-06-21,181066,Genetikk,12,1
Fäule,Beginner,2003,0nIiTzYceDeR8pIR20uPTN,DEN120304271,Blast Action Heroes,album,2003-09-01,238666,Beginner,11,1
Luftbahn,Deichkind,2008,28VHPpOFGdY2PByaTe10ZX,DEUM70806186,Arbeit nervt,album,2008-01-01,260773,Deichkind,6,1
Remmidemmi (Yippie Yippie Yeah),Deichkind,2006,31sD77U64ym70wYEMpnSrQ,DEUM70600715,Aufstand im Schlaraffenland,album,2006-01-01,281360,Deichkind,3,1
Bück dich hoch,Deichkind,2012,1fARWKNn6zOhHoxDRX2gq8,DEUM71104229,Befehl von ganz unten,album,2012-01-01,247586,Deichkind,8,1
Zukunft Pink (feat. Inéz),"Peter Fox, Inéz",2023,0XRJfwNFKpKn6yN1JYktSK,DEA622201528,Love Songs (deluxe),album,2023-05-26,231546,Peter Fox,11,1
