title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
Anita,Costa Cordalis,2004,2vxuxvz9A8f6GrShbytu4J,DEE869701028,Anita - Das Beste von Costa Cordalis,album,2004-04-19,186813,Costa Cordalis,1,1
Mit dir vielleicht,Nicole,1992,0Bq4OlOqTenKiLCKzml0Hn,DEC719200006,Augenblicke,compilation,1992-02-03,226826,Nicole,1,1
Mein Ein und mein Alles,Carrière,1994,1oy5gYPBNzICwy4VCvrc6k,DEA609400584,Du bist zum verlieben,album,1994-01-01,213693,Carrière,3,1
Flaschenpost,Fantasy,2013,2MgX1Pwhs18O2iXelFbtIR,DEA811300062,Endstation Sehnsucht,album,2013-03-15,218333,Fantasy,10,1
So bist du,Peter Maffay,1979,3a5Pk82SnxIfGbuu78jCGp,DEA817900048,Steppenwolf,album,1979-04-13,308640,Peter Maffay,7,1
Lebenslänglich Du,Oliver Haidt,1998,5g5MuODGRtOqj0IVJjG8P2,DEA609600025,Pures Glück,album,1998-01-01,184426,Oliver Haidt,2,1
Ich küss dir die Angst von deiner Haut,Wolfgang Ziegler,2002,65WVmgaxXQINP00OgTrntq,DEC710300022,Willkommen In Meinem Leben,album,2002-01-01,207160,Wolfgang Ziegler,3,1
Wer die Sehnsucht kennt,Claudia Jung,1995,2SVHVXpoEfFumA74FpO0Sh,DEA349500669,Sehnsucht,album,1995-01-01,235693,Claudia Jung,1,1
Du entschuldige i kenn di,Peter Cornelius,2019,04voeuIParTaNr91SHuXiJ,ATC831500001,Liebeslieder - 12 bekannte 12 neue,album,2019-11-22,256305,Peter Cornelius,1,1
Schlittenfahren in Tirol (Der Schnittensong),DJ Zipfelmann,2014,50XIyAl7f1IvBTrmPWWtxg,DEDB41400208,Best of DJ Zipfelmann,compilation,2014-12-26,220786,DJ Zipfelmann,3,1
Weiß' der Geier - Radio Version,Wolfgang Petry,1996,50cyrBR7nyOEJFT6ISOuTc,DEH499700084,Jede Menge,album,1996-10-07,221000,Wolfgang Petry,3,2
Das Trampolin - Live,Mike Krüger,1994,0KLS2bh5qpsbjP9ucr6qaH,DEEG22270162,Das Trampolin,single,1994-01-01,187800,Mike Krüger,1,1
Kreuzberger Nächte,Gebrüder Blattschuss,2009,5zOTYihDHgLl1K2o2w1S9O,DEC737800012,Die Sieger - Das beste aus 40 Jahren Hitparade,compilation,2009-02-20,203266,Various Artists,6,1
Ibiza,Ibo,2000,5cDkS4YY5zmjjTUnrNTO5F,DEA769809101,1983 - 1993,album,2000-05-29,196013,Ibo,5,1
Auf der Straße nach Süden,Tony Marshall,1999,6VuP54I5GDugYPVRQJqCYA,DEC717800008,Tony Total,album,1999-10-25,237160,Tony Marshall,8,1
Ich liebe das Leben,Vicky Leandros,2000,3c12xbWbu6Xv3oeoV2upg6,DEF077504040,Ich Liebe Das Leben,compilation,2000-01-01,296853,Vicky Leandros,1,1
Macho Macho,Rainhard Fendrich,2014,15aPUZJtmf5wy84rt25Pef,DEC718800092,Jö schau... Rainhard Fendrich,album,2014-06-06,253706,Rainhard Fendrich,2,1
Heidi,Gitti Und Erica,1987,2n8UJmTeKTE2h7VNZRJiF8,DEN120501925,Heidi und viele andere große Erfolge,compilation,1987-01-01,171666,Gitti Und Erica,1,1
Früh-Stück,Gebrüder Blattschuss,2009,3PeUytVHSB0plBO03sT7NA,DEC737900007,Die 80er - Das beste aus 40 Jahren Hitparade,compilation,2009-02-20,133266,Various Artists,2,1
Des geht vorbei,Nicki,2004,46R8l8fBUfMe716BfGNHXW,DEG129200603,Essential,compilation,2004-01-01,214520,Nicki,12,1
Ich liebe dich,Clowns & Helden,1986,1iTFJGcZT9gA0CzlSCTQ8r,DEA622101291,Ich liebe dich,single,1986-12-01,259653,Clowns & Helden,1,1
Fang das Licht,"Karel Gott, Darinka",1994,4Ov2I9GCsSQN90lSX6EDuo,DEF068503340,Seine Grössten Hits,compilation,1994-01-01,213200,Karel Gott,12,1
Wo finde ich den Mann?,Lill Babs,2017,3NLceKthps36K4AeixwSsJ,DELJ81732991,Wir jungen Leute,compilation,2017-01-05,153813,"Dany Mann, Lill Babs",13,1
"Gold, Platin und Diamant",Die Fidelen Mölltaler,2001,4Nfd91XYD16Rx5R2hPRo7c,ATK230100048,30 Jahre Fidele Mölltaler,compilation,2001-01-01,195146,Die Fidelen Mölltaler,11,1
Santa Catarina,Andrea Jürgens,1977,1jVFe4jxD9sccMlWyIBtHM,DEC719100003,Momente,album,1977,223626,Andrea Jürgens,14,1
Der blonde Hans,Hannes Kröger,2009,3OUj5lijPrVjTdh0RjO5gC,DEC738800092,Die NDW Hits - Das beste aus 40 Jahren Hitparade,compilation,2009-02-19,253893,Various Artists,18,1
Das ganze Leben ist ein Quiz,Hape Kerkeling,1999,14FSVZBZOcVTaOQwPEJ7qe,DEA819100005,Das Beste von Hurz bis Helsinki is Hell,album,1999-11-22,212066,Hape Kerkeling,10,1
Dicht im Flieger,Julian Sommer,2022,6sS77FZh2eJfYBsFUW6hjI,DEUM72201033,Dicht im Flieger,single,2022-03-18,225882,Julian Sommer,1,1
Lass die Sonne in dein Herz,Wind,2003,7sMd8AmgwoHgw674d2oQgB,DEN120301745,Das Beste,compilation,2003-01-01,185840,Wind,1,1
Ein bisschen Spaß muss sein,Roberto Blanco,2018,6qqUDmf0LFP7lFZODj6PWH,DEE867200087,Ein bisschen Spass muss sein - Das neue Best of Album,compilation,2018-04-06,168440,Roberto Blanco,2,1
Da Da Da ich lieb dich nicht du liebst mich nicht Aha Aha Aha - Lange Version,Trio,1996,4HCdu48LScraIfJ7Ik7EhE,DEF078202720,Da Da Da,compilation,1996-12-19,392360,Trio,1,1
Scheiss drauf! (Mallorca ist nur einmal im Jahr),Peter Wackel,2013,3E4Sl55jfbru7BmCfh8pcu,DEEQ81300038,Scheiss drauf! (...Mallorca ist nur einmal im Jahr),single,2013-07-01,213880,Peter Wackel,1,1
Mendocino,Michael Holm,1973,7lBO5RpWhr6yPUwWkXHsWf,DEA816900001,Schlager-Rendezvous mit Michael Holm,album,1973-10-02,155000,Michael Holm,17,1
Zwei Senoritas,Sigrid & Marina,2010,0CECyQToxeHqXdylm1E3WK,ATV110857005,Ihre größten Erfolge & 5 neue Titel,album,2010-09-16,184213,Sigrid & Marina,11,1
Ich vermiss' Dich... (wie die Hölle) - Radio Mix,Zlatko,2000,5qAtXePWHaJMSCjz2kMyeX,DEC730000180,Ich bleibe wer ich bin,album,2000-07-06,181440,Zlatko,3,1
Du schaffst das schon,KLUBBB3,2016,4eh0ZnjqYVs5RDc4UZ8pu6,DEUL31500007,Vorsicht unzensiert!,album,2016-01-08,187240,KLUBBB3,1,1
Tanze mit mir in den Morgen - Schlager Party Mix,Gerhard Wendland,2007,4TFOBUQ9Vfm1nCfG07eedq,DEF076107020,Schlagerjuwelen - Seine großen Erfolge,compilation,2007-01-01,172440,Gerhard Wendland,11,1
Lass mi bei Dir sein,atlantis,1997,3znNv4cuLyXbs3eGdNRqfz,DEA609700486,Gefangen von Dir,album,1997-01-01,217066,atlantis,13,1
Rote Lippen Soll Man Küssen - Lucky Lips - 1996 Remaster,Cliff Richard & The Shadows,2010,2z0ObRjCedb9HKxquvvpPO,GBAYE0700937,Rote Lippen Soll Man Küssen (Das Beste Auf Deutsch),compilation,2010-03-29,163813,Cliff Richard,5,1
Ich brauch ein bisschen Glück,Andy Borg,1994,0YuNGTa3rYsayd8pjMLQsd,DEA609400129,Ich brauch ein bisschen Glück,album,1994-01-01,202440,Andy Borg,1,1
Warum hast Du nicht nein gesagt,"Roland Kaiser, Maite Kelly",2014,4omRd4BJaHglIrmJeUttJl,DEA811400407,Seelenbahnen,album,2014-05-30,211507,Roland Kaiser,7,1
Bierkapitän,"Markus Becker, Bierkapitän",2019,3nm3zHhlOE7LZ4SdqPLhpI,DEA371900523,Bierkapitän,single,2019-04-12,208250,"Markus Becker, Bierkapitän",1,1
Glücksmoment,Prince Damien,2016,1QleddKv5OZcFSDvszJr20,DEUM71601386,Glücksmomente,album,2016-05-20,199413,Prince Damien,2,1
Cordula Grün,Josh.,2018,483ykNWhSQXYprueXUMNeo,ATAT71802002,Cordula Grün,single,2018-07-27,213848,Josh.,1,1
Der geilste Fehler,Marina Marx,2020,28ooNJCBh2MWbCVYhZ8aqx,DEA812000008,Der geilste Fehler,album,2020-07-24,219226,Marina Marx,4,1
Regenbogenfarben,Kerstin Ott,2018,1L0zpRujG3Rgq7K1I8E3nD,DEUM71802793,Mut zur Katastrophe (Gold Edition),album,2018-08-17,226133,Kerstin Ott,9,1
Lovesong,Francine Jordi,2018,6h2phRX5aM4uLPZQv2Hulo,CH0831801310,Noch lange nicht genug,album,2018-09-28,218626,Francine Jordi,11,1
Tanze Samba mit mir,Tony Holiday,1978,667HVkr7MavlBv2DhzQS3k,DEF067803940,Tanze Samba mit mir (Expanded Edition),album,1978-01-01,159200,Tony Holiday,7,1
Herz ist Trumpf (Dann rufst du an...),Trio,1996,2d3QIyikjmsaxNaKasGS1K,DEF078303220,Da Da Da,compilation,1996-12-19,211960,Trio,3,1
"Viva Colonia (Da simmer dabei, dat is prima!)",Höhner,2004,4tNwc7jQ5eqWFGDlX8YBtT,DEA340202100,"Viva Colonia (Da Simmer Dabei, Dat Is Prima)",album,2004-01-01,191293,Höhner,3,1
Königin der Nacht,Cordalis,2003,0BRoLVlLvbRmxZrluFNLmK,DEA760303503,Athen 2004,album,2003-08-16,219040,Cordalis,4,1
Es ist geil ein Arschloch zu sein - Radio Version,"Christian, Bülent Aris",2001,7FalyYEX2URpR9CEYS8Z2W,DEC730000426,Nominator,album,2001-01-29,222146,Christian,2,1
Männertango,Ella Endlich,2011,6zXpujCKpOye18GbdAq2lD,DEA621100440,Meilenweit,album,2011-10-14,237613,Ella Endlich,7,1
Sieben Leben für dich,Maite Kelly,2016,3vMiVz4dMHyHVkWuduPTfj,DEUM71602605,Sieben Leben für dich,album,2016-10-14,219520,Maite Kelly,1,1
Ich bin wer ich sein will (feat. Allessa),"Musikapostel, Allessa",2020,454AXybVbhF6TZeCo5lcc8,DEQS91901419,Das Beste,album,2020-08-07,209529,Musikapostel,1,1
Wie kannst du mich bloss lieben,Andy Borg,2001,0Oz7TnVm5xNgvLx0xSREt3,DEA609900922,Made in Austria,album,2001-01-01,189960,Andy Borg,5,1
Wolke 7,"Wolkenfrei, Vanessa Mai",2015,1I14TXOgylN4gTuGkrNCYb,DEA811500533,Wachgeküsst,album,2015-07-10,235443,"Wolkenfrei, Vanessa Mai",1,1
Fiesta Mexicana,Rex Gildo,2003,4M6yJ0JjTbMW7DhBJ68heC,DEA817200003,Fetenschlager,compilation,2003-05-12,185360,Various Artists,12,2
Sonderzug nach Pankow,Udo Lindenberg & Das Panik-Orchester,1983,1vlzhoQJKTmEVDmSXcFT4a,DEF068205470,Odyssee (Remastered),album,1983-01-24,212466,Udo Lindenberg & Das Panik-Orchester,4,1
Bruttosozialprodukt,Geier Sturzflug,2008,5VQ8B15e6JHXk5Qi9h9inv,DEA818300013,Heiße Zeiten,album,2008-07-28,181026,Geier Sturzflug,8,1
Trödler Abraham (2007),Wolfram,2009,54S60M24fBCNOeMhOf3kA9,DEB170000846,Partyzeit für Partygeier 2,compilation,2009-11-13,185749,Die Partygeier,15,1
Knutschen...ich kann nichts dafür,Linda Hesse,2014,0k6WvGNgeySmv1E0zU0Fni,DEQJ91401004,Hoer auf dein Herz,album,2014-08-29,246398,Linda Hesse,1,1
