title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
I Want To Break Free,Queen,2018,7iAqvWLgZzXvH38lA06QZg,GBUM71805978,Bohemian Rhapsody (The Original Soundtrack),compilation,2018-10-19,223080,Queen,13,1
Footloose,Kenny Loggins,1997,6W2VbtvMrDXm5vYeB7amkO,USSM18400107,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",compilation,1997-03-25,220706,Kenny Loggins,3,1
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,0x93VOS1AOKUgJkZjcG1sh,USRC11600876,TROLLS (Original Motion Picture Soundtrack),compilation,2016-10-25,237546,Trolls,3,1
Wake Me Up,Avicii,2013,0nrRP2bk19rLc0orkWPQk2,SEUM71301326,True,album,2013-09-16,247426,Avicii,1,1
Hollaback Girl,Gwen Stefani,2004,0LzrhCZFXW94Y8nwtTuRlw,USIR10400847,Love. Angel. Music. Baby. (Deluxe Version),album,2004-11-12,199853,Gwen Stefani,3,1
Where Do You Go,No Mercy,1996,37tzoWY1ubBQKGXiWdO5Qv,DED169600128,My Promise,album,1996-10-05,272093,No Mercy,1,1
Bella Isola - Radio,Bata Illic,2003,0tRdzXtsvcdVcUCvLYa6Ow,DEQ090300067,Bella Isola,single,2003-04-30,239827,Bata Illic,1,1
Lessons In Love,Level 42,1987,3EGI5qmVmGlfgy9BmNb1R8,GBAKW8601003,Running In The Family,album,1987,246013,Level 42,1,1
Whatever,CRO,2013,2jEM4UBJxs98Uf4NEe48iD,DEW921300229,Whatever (Maxi Edition),single,2013-06-28,191486,CRO,1,1
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",2013,2Foc5Q5nqNiosCNqttzHof,USQX91300809,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],single,2013-04-19,247632,"Daft Punk, Pharrell Williams, Nile Rodgers",1,1
