title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
This Is Not America (with The Pat Metheny Group) - 2014 Remaster,"David Bowie, Pat Metheny Group",2014,3swiDsJoKHqkmd1Ty0eQ9o,USJT11400020,Nothing Has Changed (The Best of David Bowie) [Deluxe Edition],compilation,2014-11-14,232920,David Bowie,7,2
Gasolina,Daddy Yankee,2004,228BxWXUYQPJrJYHDLOHkj,QM6N21759342,Barrio Fino (Bonus Track Version),album,2004-07-13,192600,Daddy Yankee,5,1
Everywhere,Michelle Branch,2001,1u0l8zWpQeMYStFkc2mLD7,USMV20100080,The Spirit Room,album,2001-07-31,214826,Michelle Branch,1,1
True - 2003 Remaster,Spandau Ballet,1983,10I09MLZCY4pK37XxAfkw0,GBAYK0200008,True (Special Edition),album,1983-02-25,393386,Spandau Ballet,8,1
Candy Shop,"50 Cent, Olivia",2005,5D2mYZuzcgjpchVY1pmTPh,USIR10500072,The Massacre,album,2005-03-03,209106,50 Cent,7,1
Suddenly I See,KT Tunstall,2005,5p9XWUdvbUzmPCukOmwoU3,GBGLM0400069,Eye To The Telescope,album,2005-01-01,201706,KT Tunstall,9,1
The Way It Is,Bruce Hornsby and the Range,1986,6V50MyHPGhEmwYu0Wdyf0t,USRC18507944,The Way It Is,album,1986-06-02,297847,Bruce Hornsby and the Range,5,1
Rise,"Jonas Blue, Jack & Jack",2018,5ZSl6gDoV6bPPxzmLeneV9,GBUM71802109,Blue,album,2018-11-09,194407,Jonas Blue,3,1
PILLOWTALK,ZAYN,2016,0PDUDa38GO8lMxLCRc4lL1,USRC11600042,Mind Of Mine (Deluxe Edition),album,2016-03-25,202749,ZAYN,2,1
Don't Let Go (Love),En Vogue,1997,06TuMCjDEYjTOJScCRzmjf,USEW19605702,EV3,album,1997-06-17,291880,En Vogue,2,1
Tsunami - Radio Edit,"DVBBS, Borgeous",2013,04bQwUsZXNj8iFPg67orvF,NLWV71300031,Tsunami (Radio Edit),single,2013-09-06,186352,"DVBBS, Borgeous",1,1
Dilemma (feat. Kelly Rowland),"Nelly, Kelly Rowland",2002,14MgTooapmJdLlEMAr2zAM,USSM10211190,Simply Deep,album,2002-10-22,289666,Kelly Rowland,2,1
Rapper's Delight,The Sugarhill Gang,2010,2XbwFs07dfm2MGQuYmRMZT,GBUM71021600,The Sugarhill Gang - 30th Anniversary Edition (Expanded Version),album,2010-01-01,235840,The Sugarhill Gang,6,1
A Boy Named Sue,Johnny Cash,2011,6lVmMpWAYOoRVOYxrkD0Qh,USA371582279,Johnny Cash's Greatest,compilation,2011-12-30,213653,Johnny Cash,6,1
Torn,Natalie Imbruglia,1997,1Jaah2tmN9Hv81A87KZ1MU,GBARL9700412,Left Of The Middle,album,1997-11-10,244666,Natalie Imbruglia,1,1
Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,2007,6ajyEEzWZbw8ycDcJAN099,USAT20621892,Cupid's Chokehold / Breakfast in America,single,2007-01-02,237173,Gym Class Heroes,1,1
Lonely,Akon,2005,4v7DCN09hgXkKazefkznDQ,USUR10400235,Trouble Deluxe Edition,album,2005-01-01,235800,Akon,8,1
"Take Me Home, Country Roads - Original Version",John Denver,1971,1YYhDizHx7PnDhAhko6cDS,USRC11100481,"Poems, Prayers and Promises",album,1971,193937,John Denver,7,1
Burn,Ellie Goulding,2014,2GgxS8bUT5G25QJTsfSv0R,GBUM71303482,Halcyon Days,album,2014-01-01,231211,Ellie Goulding,15,1
Believe,Cher,1998,2goLsvvODILDzeeiT4dAoR,GBAHT9803002,Believe,album,1998,239026,Cher,1,1
Untitled (How Does It Feel),D'Angelo,2000,4oPNN7syJYSjzDhRerF966,USVI29900212,Voodoo,album,2000-01-01,430800,D'Angelo,12,1
Tonight,New Kids On The Block,1990,2QqbBVwpyJn7SL7thga35w,USSM19917888,Step By Step,album,1990-06-04,207466,New Kids On The Block,2,1
Run,OneRepublic,2021,2UbVnbE5FH6008mAm6Mmgw,USUM72004315,Run,single,2021-05-05,169010,OneRepublic,1,1
Holding Back the Years - 2008 Remaster,Simply Red,1985,1yg7fwwYmx9DQ2TdXUmfpJ,GBCRL0800119,Picture Book (Expanded Version),album,1985,269840,Simply Red,7,1
All Good Things (Come To An End),Nelly Furtado,2006,6kEpjptnAwt11Atr4cEMe1,USUM70603372,Loose,album,2006-01-01,311186,Nelly Furtado,15,1
You Make Me Feel (Mighty Real),Sylvester,1978,0RnCUYXa7jhgTXtiMXF2PQ,USC4R2002968,Step II,album,1978-01-01,400115,Sylvester,1,1
Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",2010,1QnvpPFP4Q3FHbDchqWiWy,USAT21000477,B.o.B Presents: The Adventures of Bobby Ray,album,2010-04-27,180480,B.o.B,4,1
She Wants To Move,N.E.R.D,2004,4Vqd7MuPVrciqRS3EzhKWb,USVI20400016,Fly Or Die,album,2004-01-01,213786,N.E.R.D,5,1
When Doves Cry,Prince,1984,6sby78fghipoXHQLeeZFFH,USWB10001877,Purple Rain,album,1984-06-25,354133,Prince,6,1
Hey There Delilah,Plain White T's,2005,4RCWB3V8V0dignt99LZ8vH,US5260507213,All That We Needed,album,2005-01-25,232533,Plain White T's,13,1
"thank u, next",Ariana Grande,2019,3e9HZxeyfWwjeyPAMmWSSQ,USUM71819361,"thank u, next",album,2019-02-08,207320,Ariana Grande,11,1
I Won't Give Up,Jason Mraz,2012,53QF56cjZA9RTuuMZDrSA6,USEE11100768,Love Is a Four Letter Word (Deluxe Edition),album,2012-04-13,240165,Jason Mraz,4,1
Sleeping Satellite,Tasmin Archer,1992,3WSyYBhLZRLbQo2tJgFvSR,GBAYE9200052,Great Expectations,compilation,1992-10-19,281853,Tasmin Archer,1,1
greedy,Tate McRae,2023,3rUGC1vUpkDG9CZFHMur1t,USRC12301932,greedy,single,2023-09-15,131872,Tate McRae,1,1
Blue Bayou,Roy Orbison,1963,26p6GNIQfv9koDVD4rTouu,USSM19805297,In Dreams,album,1963-07,151394,Roy Orbison,8,1
That's Amore,Dean Martin,2009,6GYqOflskcZxPj8rkTZkOy,USCA20100849,That's Amore,single,2009-01-01,185466,Dean Martin,1,1
Stargazing,Myles Smith,2024,3Vr3zh0r7ALn8VLqCiRR10,GBARL2400510,Stargazing,single,2024-05-10,172533,Myles Smith,1,1
Viva La Vida,Coldplay,2008,1mea3bSkSGXuIRvnydlB5b,GBAYE0800265,Viva La Vida or Death and All His Friends,album,2008-06-06,242373,Coldplay,7,1
Sweet Dreams (Are Made of This),"Eurythmics, Annie Lennox, Dave Stewart",1991,6zIfdCmmhPCX0cMquBsC37,GBARL8300027,Greatest Hits,compilation,1991-02-28,292560,"Eurythmics, Annie Lennox, Dave Stewart",1,1
Don't Stop The Music,Yarbrough & Peoples,2001,3Ik70XpNvyJ3wV3dxPw90w,USPR38009154,80s Dance,compilation,2001-01-01,247626,Various Artists,11,1
Angel,"Shaggy, Rayvon",2000,7FDV5ELOJHCGLe52AnttEd,USMC19989405,Hot Shot,album,2000-08-08,235133,Shaggy,6,1
"All For Love - From ""The Three Musketeers"" Soundtrack","Bryan Adams, Sting, Rod Stewart",2020,73141J8lIcoG8hw3IJVIpi,USAM19910000,90´s Hits,compilation,2020-10-30,282773,Various Artists,5,1
One Day I'll Fly Away,Randy Crawford,2018,53tPmr0FCq9hDWnBTUCa0d,USWB10000728,80s Soft Soul,compilation,2018-06-08,302333,Various Artists,2,1
All I Wanna Do Is Make Love To You,Heart,1990,5YjKdeES9QRJ8NmF4Xc8pV,USCA29000284,Brigade,album,1990-03-25,310893,Heart,2,1
Green Green Grass,George Ezra,2022,4N5s8lPTsjI9EGP7K4SXzB,GBARL2200008,Gold Rush Kid,album,2022-06-10,167613,George Ezra,2,1
I'm Good (Blue),"David Guetta, Bebe Rexha",2022,4uUG5RXrOk84mYEfFvj3cK,UKWLG2200055,I'm Good (Blue),single,2022-08-26,175238,"David Guetta, Bebe Rexha",1,1
Don't Go Breaking My Heart,"Elton John, Kiki Dee",1975,7HW5WIw7ZgZORCzUxv5gW5,GBALX7600007,Rock Of The Westies,album,1975-10-24,275440,Elton John,10,1
Stumblin' In,"Chris Norman, Suzi Quatro",2021,0ctgmKdlPY8xx41wY339Da,DEA817800048,Licorice Pizza (Original Motion Picture Soundtrack),compilation,2021-11-26,238853,Various Artists,2,1
Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,2LawezPeJhN4AWuSB0GtAU,USC4R0817643,Pendulum (Expanded Edition),album,1970-12-07,160133,Creedence Clearwater Revival,4,1
Ironic,Alanis Morissette,1995,4oGTdOClZUxcM2H3UmXlwL,USMV29400003,Jagged Little Pill,album,1995,225933,Alanis Morissette,10,1
7 Days,Craig David,2000,0gPQTLaqHDgdupKEok7J2x,GBAWV9902019,Born to Do It,album,2000-08-14,235133,Craig David,4,1
September,"Earth, Wind & Fire",1978,2grjqo0Frpf2okIBiifQKs,USSM17800845,"The Best Of Earth, Wind & Fire Vol. 1",compilation,1978-11-23,215005,"Earth, Wind & Fire",7,1
I'm Too Sexy,Right Said Fred,1992,2WElktskrNJEwgpp5Vouxk,GBBRL9290469,Up,album,1992-01-07,170466,Right Said Fred,3,1
I Have Nothing,Whitney Houston,1992,31er9IGsfFbwqy1pH4aiTP,USAR10300965,The Bodyguard - Original Soundtrack Album,album,1992-11-17,289160,Whitney Houston,2,1
Feel What You Want,Kristine W,2009,7J9pHOGy2F7KwIXAvqFB0p,GBBXG9720005,Land of The Living,album,2009-06-05,328560,Kristine W,5,1
Beautiful Things,Benson Boone,2024,6tNQ70jh4OwmPGpYy6R2o9,USWB12307016,Beautiful Things,single,2024-01-18,180304,Benson Boone,1,1
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",2002,7LqjznQwfrax7MjQXmxqdQ,USSM10212454,This Is Me...Then,album,2002,187840,Jennifer Lopez,7,1
Piano Man,Billy Joel,1973,78WVLOP9pN0G3gRLFy1rAa,USSM17300504,Piano Man,album,1973-11-09,339290,Billy Joel,2,1
Easy Lover,"Philip Bailey, Phil Collins",1985,7INi4pMPG4IE0Smx5y4KVf,USSM19909991,Chinese Wall,album,1985-03-20,304506,Philip Bailey,6,1
If You Could Read My Mind,Gordon Lightfoot,1970,57ct8jKi6trntXiRV0NnXi,USRE19900467,If You Could Read My Mind,album,1970,228840,Gordon Lightfoot,8,1
Our House,Madness,1982,0C3Q3ifKJXdvfzNISw6JXK,GB7GZ1000033,The Rise & Fall,album,1982-10-08,203173,Madness,7,1
('Til) I Kissed You,The Everly Brothers,1960,2ltpYs0O8uNesHFgGHg0bt,USZZM0710080,The Fabulous Style Of The Everly Brothers,album,1960-01-01,145960,The Everly Brothers,9,1
How 'Bout Us,Champaign,1981,1jc24HfkDT31GLKlxesuZl,USSM19801711,How 'Bout Us (Expanded Edition),album,1981,273226,Champaign,5,1
"Sugar, Sugar",The Archies,2007,3iSws76HjaU7k49EqJVTfF,NLG620400826,"The Very Best Of ""The Archies""",compilation,2007-11-07,167186,The Archies,2,1
Friday I'm In Love,The Cure,1992,4QlzkaRHtU8gAdwqjWmO8n,GBALB9200002,Wish,album,1992-04-20,215160,The Cure,7,1
Under the Bridge,Red Hot Chili Peppers,1991,3d9DChrdc6BOeFsbrZ3Is0,USWB19901576,Blood Sugar Sex Magik (Deluxe Edition),album,1991-09-24,264306,Red Hot Chili Peppers,11,1
Firework,Katy Perry,2010,1mXuMM6zjPgjL4asbBsgnt,USCA21001262,Teenage Dream,album,2010-08-24,227893,Katy Perry,4,1
Sugar Baby Love,The Rubettes,1990,294ii3rwz6bTJ2XMn5BDu0,GBAKW7400099,The Best Of,compilation,1990-01-01,209893,The Rubettes,1,1
Apologize,"Timbaland, OneRepublic",2007,6ucR4KfvsBFWCMVFDvyKKl,USUM70722793,Shock Value,album,2007-04-02,184400,Timbaland,16,1
Never Ever,All Saints,1997,7ziHnshbknkpFLDW5yGBjO,GBAAP9700206,All Saints,album,1997,387573,All Saints,1,1
All My Life - Radio Edit,K-Ci & JoJo,2006,2194qvQmG0I2yFuSKdDdi4,USMC19757330,Hiphop,compilation,2006-01-01,221346,Various Artists,6,1
I Want To Break Free,Queen,2018,7iAqvWLgZzXvH38lA06QZg,GBUM71805978,Bohemian Rhapsody (The Original Soundtrack),compilation,2018-10-19,223080,Queen,13,1
Livin' la Vida Loca,Ricky Martin,1999,0Ph6L4l8dYUuXFmb71Ajnd,NLB639920005,Ricky Martin,album,1999,243160,Ricky Martin,1,1
Drill Instructor - Short Mix,Captain Jack,1996,4ypMF4LbWGUbnamCqJc5RO,DED710506021,The Mission,album,1996-04-24,254400,Captain Jack,6,1
Need You Now,Lady A,2010,7GAaTpSoTWUTbP2Yxlt4Hd,USCN10900695,Need You Now,album,2010-01-01,236440,Lady A,1,1
No Air (feat. Chris Brown),"Jordin Sparks, Chris Brown",2007,1jUA4rb6ZCv4gby4YU53xq,GBCTA0700277,Jordin Sparks,album,2007-11-20,264373,Jordin Sparks,3,1
Be-Bop-A-Lula,"Gene Vincent & His Blue Caps, Gene Vincent",1996,0TMrV95mP7sDlvbE4iVfKP,USCA28800076,The Rock N' Roll Collection,compilation,1996-01-01,157206,Gene Vincent,26,1
Save Your Kisses for Me,Brotherhood of Man,2013,5OhwfIapBiHdIkxscQAcmq,ES64A1056506,30 Éxitos Ingleses Vol. 1,compilation,2013-04-19,178586,Various Artists,6,1
Austin (Boots Stop Workin'),Dasha,2024,2uqYupMHANxnwgeiXTZXzd,QZTB92360479,What Happens Now?,album,2024-02-16,171782,Dasha,4,1
Unforgettable,Nat King Cole,1954,648TTtYB0bH0P8Hfy0FmkL,USCA25100005,Unforgettable,album,1954-01-01,191973,Nat King Cole,1,1
Power to All Our Friends,Cliff Richard,1989,4oJxJpFIGUHlX6limr6rH1,GBAYE7300049,40 Golden Greats,compilation,1989-06-12,183066,Cliff Richard,15,2
On My Own,"Patti LaBelle, Michael McDonald",1986,5HrVgmO1govSOrPUehW1VV,USMC18618950,Winner In You,album,1986-01-01,290840,Patti LaBelle,2,1
Material Girl,Madonna,2009,22sLuJYcvZOSoLLRYev1s5,USWB10903617,Celebration (double disc version),compilation,2009-09-18,240280,Madonna,20,1
The Sweet Escape,"Gwen Stefani, Akon",2006,07K4GcCDSTiXUF5ssyTRUM,USUM70618684,The Sweet Escape,album,2006-01-01,246466,Gwen Stefani,2,1
Chemical,Post Malone,2023,5w40ZYhbBMAlHYNDaVJIUu,USUM72305205,Chemical,single,2023-04-14,184013,Post Malone,1,1
When I Come Around,Green Day,1994,1Dr1fXbc2IxaK1Mu8P8Khz,USRE19900154,Dookie,album,1994-02-01,178000,Green Day,10,1
First Time,Robin Beck,2007,1FQ0ecMZMI3ArhcJQPROFP,GBF088800002,Music For Girls Night Out,compilation,2007-01-01,196493,Various Artists,19,1
We Are Family - 1995 Remaster,Sister Sledge,1979,5IKLwqBQG6KU6MP2zP80Nu,USAT20102166,We Are Family (1995 Remaster),album,1979,216733,Sister Sledge,5,1
My Friend The Wind,Demis Roussos,2016,3QPbpts7SUadpe02WjdLPH,FRZ037300130,Forever And Ever,compilation,2016-06-17,232240,Demis Roussos,2,1
Pump Up The Jam,Technotronic,1989,21qnJAMtzC6S5SESuqQLEK,BED018901375,Pump Up The Jam,album,1989-11-28,320306,Technotronic,1,1
Lose Control,Teddy Swims,2023,17phhZDn6oGtzMe56NuWvj,USWB12302315,I've Tried Everything But Therapy (Part 1),album,2023-09-15,210688,Teddy Swims,2,1
"December, 1963 (Oh What a Night!)",The Four Seasons,1975,1hQFF33xi8ruavZNyovtUN,USRH10175221,Who Loves You,album,1975,197146,The Four Seasons,6,1
Pompeii,Bastille,2013,6fNhZRFEkBfgW39W3wKARJ,GBAAA1200795,Bad Blood,album,2013-01-01,214147,Bastille,1,1
Pony,Ginuwine,1999,6mz1fBdKATx6qP4oP1I65G,USSM19605851,R&B: From Doo-Wop To Hip-Hop,compilation,1999-10-08,251733,Various Artists,18,2
ABC,The Jackson 5,2022,4u7ZqpIkq2sDdQD22JOFLZ,USMO17082628,Temazos y Hitazos: 70's,compilation,2022-03-08,177386,Various Artists,14,1
THATS WHAT I WANT,Lil Nas X,2021,0e8nrvls4Qqv5Rfa2UhqmO,USSM12105732,MONTERO,album,2021-09-17,143901,Lil Nas X,4,1
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",2010,4356Typ82hUiFAynbLYbPn,USLF21000041,Raymond v Raymond (Expanded Edition),album,2010-03-30,220800,USHER,16,1
Killing Me Softly With His Song,"Fugees, Ms. Lauryn Hill",1996,0Q0IVlqMV64kNLlwjPj0Hl,USSM19600055,The Score (Expanded Edition),album,1996-02-13,298666,"Fugees, Ms. Lauryn Hill, Wyclef Jean",8,1
Release Me,Agnes,2008,4LiJE6pqgsTX3FtukW6bNh,DKBV70806405,Dance Love Pop (The Love Love Love Edition),album,2008-04-01,256213,Agnes,1,1
King Of The Road,Roger Miller,1965,3XG7bMVcMWLIn2k9jLAaAt,USPR36407083,Golden Hits,compilation,1965-01-01,147306,Roger Miller,1,1
A Brand New Day (Everybody Rejoice),Diana Ross,2015,4BycBftNAIjZQr0smhqDBy,USUM71517775,Sings Songs From The Wiz,album,2015-11-27,222821,Diana Ross,11,1
Chandelier,Sia,2014,4VrWlk8IQxevMvERoX08iC,USRC11400498,1000 Forms Of Fear,album,2014-07-04,216120,Sia,1,1
Houdini,Dua Lipa,2024,6D8y7Bck8h11byRY88Pt2z,GBAHT2301246,Radical Optimism,album,2024-05-03,185917,Dua Lipa,2,1
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",2021,1r9xUipOqoNwggBpENDsvJ,USUM72119916,Enemy (with JID) [from the series Arcane League of Legends],single,2021-10-28,173381,"Imagine Dragons, JID, Arcane",1,1
He Wasn't Man Enough - Radio Edit,Toni Braxton,2003,3CBgnToo7AtvvgdxiVvUz6,USLF20000048,Ultimate Toni Braxton,compilation,2003-11-03,240000,Toni Braxton,13,1
Losing My Religion,R.E.M.,1991,31AOj9sFz2gM0O3hMARRBx,USC4R1605373,Out Of Time (25th Anniversary Edition),album,1991-03-12,268426,R.E.M.,2,1
Brown Sugar,The Rolling Stones,1971,34K7nU8EWQIRI93RfqhdRJ,USA177110010,Hot Rocks 1964-1971,compilation,1971-12-20,229173,The Rolling Stones,8,2
Crazy About Her,Rod Stewart,2015,3aJlgysR26p6rToB9zBi69,USWB19903456,Storyteller - The Complete Anthology: 1964 - 1990,compilation,2015-10-30,295093,Rod Stewart,12,4
Running In The Family,Level 42,2016,4R4JeB3NRZbCLM1mlq1WjB,GBAKW8701001,Collected,compilation,2016-07-08,236493,Level 42,2,2
Vogue,Madonna,2009,27QvYgBk0CHOVHthWnkuWt,USWB10903600,Celebration (double disc version),compilation,2009-09-18,316813,Madonna,3,1
Kings & Queens,Ava Max,2020,7a53HqqArd4b9NF4XAmlbI,USAT21906943,Heaven & Hell,album,2020-09-18,162398,Ava Max,3,1
Oops!...I Did It Again,Britney Spears,2000,6naxalmIoLFWR0siv8dnQQ,USJI10000100,Oops!... I Did It Again,album,2000-05-16,211160,Britney Spears,1,1
In the Ghetto,Elvis Presley,1969,7KWoeBqSdZHEloYKVxssfG,USRC16906016,From Elvis in Memphis,album,1969-06-17,167993,Elvis Presley,12,1
My Girl,The Temptations,1965,745H5CctFr12Mo7cqa1BMH,USMO16490001,The Temptations Sing Smokey,album,1965-03-22,165000,The Temptations,3,1
So What,P!nk,2008,0JiY190vktuhSGN6aqJdrt,USLF20800067,Funhouse (Expanded Edition),album,2008-10-24,215160,P!nk,1,1
vampire,Olivia Rodrigo,2023,1kuGVB7EU95pJObxwvfwKS,USUG12304091,GUTS,album,2023-09-08,219724,Olivia Rodrigo,3,1
"Shame, Shame, Shame - 7 inch Version",Shirley & Company,1975,0fYXsPPFHXY5GeTLuMYbQK,GBAJE0501052,Shame Shame Shame,album,1975-01-01,245786,Shirley & Company,1,1
"Yeh, Yeh",Georgie Fame & The Blue Flames,1980,1PYpdnXFzFO4VM5K8G4PCu,NLF056590002,20 Beat Classics,compilation,1980-01-01,164666,Georgie Fame & The Blue Flames,1,1
(I Can't Get No) Satisfaction - Mono,The Rolling Stones,2004,1b6AW6uDrtrUN0Y6GJR45j,USA176510160,Singles 1965-1967,compilation,2004-07-12,222973,The Rolling Stones,1,1
Paparazzi,Lady Gaga,2008,02XnQdf7sipaKBBHixz3Zp,USUM70824408,The Fame,album,2008-01-01,208306,Lady Gaga,3,1
Your Song,Rita Ora,2018,46xkXPGjR9Ig9BcaTUNus3,GBAHT1700323,Phoenix (Deluxe Edition),album,2018-11-23,180160,Rita Ora,5,1
Two Tribes,Frankie Goes To Hollywood,1984,5NN5MQyE3Lo91zAEHpGa7S,GBAHW9900024,Welcome To The Pleasuredome,album,1984-10-20,208133,Frankie Goes To Hollywood,5,1
Despacito,"Luis Fonsi, Daddy Yankee",2019,6habFhsOp2NvshLv26DqMb,USUM71607007,VIDA,album,2019-02-01,229360,Luis Fonsi,9,1
Band On The Run - 2010 Remaster,"Paul McCartney, Wings",1973,1H4idkmruFoJBg1DvUv2tY,GBCCS1000004,Band On The Run,album,1973-12-05,313026,"Paul McCartney, Wings",1,1
Highway to Hell,AC/DC,1979,2zYzyRzz6pRmhPzyfMEC8s,AUAP07900028,Highway to Hell,album,1979-07-27,208110,AC/DC,1,1
Next To Me,Emeli Sandé,2012,3vjQt1znaFEnX3PBXsgtVc,GBAAA1200003,Our Version Of Events (Special Edition),album,2012-01-01,196746,Emeli Sandé,10,1
"Men In Black - From ""Men In Black"" Soundtrack",Will Smith,1997,3Dq2FHZ73hBUG815MoapQu,USSM19700762,Men In Black The Album,compilation,1997-06-27,225360,Various Artists,1,1
The Show Must Go On - Remastered 2011,Queen,1991,7ofV2J7Ndzo2s5NBEgfpxl,GBUM71029636,Greatest Hits II (Remastered),compilation,1991-10-28,263626,Queen,16,1
Lean on Me,Bill Withers,1994,5zCJvrT3C7cIfHsR5iG95l,USSM17200084,Lean on Me: The Best of Bill Withers,compilation,1994-08-09,257532,Bill Withers,3,1
Put Your Records On,Corinne Bailey Rae,2006,2nGFzvICaeEWjIrBrL2RAx,GBAYE0501671,Corinne Bailey Rae,album,2006-01-01,215360,Corinne Bailey Rae,3,1
Stop,"Sam Brown, Pete Brown",1988,1QQiyD0aFC9h0UrNBdm1yX,GBAAM8800004,Stop!,album,1988-01-01,295906,Sam Brown,3,1
Heaven,Bryan Adams,1984,7Ewz6bJ97vUqk5HdkvguFQ,USAM18490004,Reckless (30th Anniversary / Deluxe Edition),album,1984-11-05,243360,Bryan Adams,4,1
Message In A Bottle,The Police,1979,1oYYd2gnWZYrt89EBXdFiO,GBAAM0201170,Reggatta De Blanc (Remastered 2003),album,1979-10-02,290280,The Police,1,1
Showing Out (Get Fresh At the Weekend) [7''Version],Mel & Kim,1991,1eZYPl1jqsPG2IeVenCIwb,GBAYE8600070,F.L.M. (Deluxe Edition),album,1991-03-18,214866,Mel & Kim,2,1
Youngblood,5 Seconds of Summer,2018,2iUXsYOEPhVqEBwsqP70rE,GBUM71800366,Youngblood (Deluxe),album,2018-06-15,203417,5 Seconds of Summer,1,1
It Ain't Over 'Til It's Over,Lenny Kravitz,1991,6VnpKLtfNH4Dk09YSGPSyR,USVI29100003,Mama Said,album,1991-04-02,242640,Lenny Kravitz,4,1
Haven't Met You Yet,Michael Bublé,2009,4fIWvT19w9PR0VVBuPYpWA,USRE10901437,Crazy Love,album,2009-10-06,244586,Michael Bublé,5,1
Cotton Eye Joe,Rednex,1994,06hsdMbBxWGqBO0TV0Zrkf,DEA319600881,Sex & Violins,album,1994-08-12,194000,Rednex,1,1
Tonight Tonight,Hot Chelle Rae,2011,2i0AUcEnsDm3dsqLrFWUCq,USJI11100019,Whatever,album,2011-11-25,200466,Hot Chelle Rae,2,1
Watermelon Sugar,Harry Styles,2019,6UelLqGlWMcVH1E5c4H7lY,USSM11912587,Fine Line,album,2019-12-13,173991,Harry Styles,2,1
Tick Tock (feat. 24kGoldn),"Clean Bandit, Mabel, 24kGoldn",2020,27u7t9d7ZQoyjsCROHuZJ3,GBAHS2000775,Tick Tock (feat. 24kGoldn),single,2020-08-21,178373,"Clean Bandit, Mabel, 24kGoldn",1,1
I Only Wanna Be with You,Bay City Rollers,1976,3XY0oIVf2roUFIwkzjBgwt,USAR17600112,Dedication,album,1976,216906,Bay City Rollers,11,1
Mirrors - Radio Edit,Justin Timberlake,2013,6ToFxXRBtl5TJFEyIoYK3f,USRC11300246,Mirrors (Radio Edit),single,2013-02-11,277185,Justin Timberlake,1,1
Don't Worry Be Happy,Bobby McFerrin,1997,5YbgcwHjQhdT1BYQ4rxWlD,USEM38800361,The Collection,compilation,1997-01-01,292400,Bobby McFerrin,1,1
"I'll Be There for You (Theme from ""Friends')",The Rembrandts,1995,1lfjTOtTRUDkzcmahA4lcs,USEE10900777,I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],single,1995,187293,The Rembrandts,1,1
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",1998,31bf9SEOppLU6lQ85d8om6,USSM19803488,Ghetto Supastar,album,1998-10-03,261133,Pras,2,1
Starships,Nicki Minaj,2012,2EBCVPNAG46nbgs6jXPGvv,USCM51200060,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),album,2012-01-01,210626,Nicki Minaj,10,2
Fallin',Alicia Keys,2001,3unsLiH5FXmaDWtT5Imolu,USJAY0100057,Songs In A Minor (Expanded Edition),album,2001-06-26,210200,Alicia Keys,4,1
Cryin',Aerosmith,1993,4t1fWWJQs5V9YErfsrDslC,USIR10000430,Get A Grip,album,1993-01-01,308560,Aerosmith,9,1
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",2015,5tf1VVWniHgryyumXyJM7w,DEA621501057,Sugar,album,2015-09-25,219043,Robin Schulz,2,1
"Monday, Monday - Single Version",The Mamas & The Papas,1966,3EFb1qDgIqf9MegIryKtDj,USMC16546367,If You Can Believe Your Eyes & Ears,album,1966-03,208293,The Mamas & The Papas,1,1
Come Undone,Duran Duran,1993,0yfNXxlyXdmP0ue1iJijx1,GBAYE9300072,Duran Duran,album,1993-02-15,256519,Duran Duran,6,1
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2023,5eTaQYBE1yrActixMAeLcZ,GBARL2300300,Miracle (with Ellie Goulding),single,2023-03-10,186496,"Calvin Harris, Ellie Goulding",1,1
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",2005,3ZFTkvIE7kyPt6Nu3PEa7V,USSM10600677,"Oral Fixation, Vol. 2 (Expanded Edition)",album,2005-11-28,218093,Shakira,3,1
When a Man Loves a Woman - Mono,Percy Sledge,1966,2mTiKaGdMPA4wfOGGUroE5,USAT21403476,When a Man Loves a Woman (Mono),album,1966,173662,Percy Sledge,1,1
Who Let The Dogs Out,Baha Men,2000,1H5tvpoApNDxvxDexoaAUo,USSC90000001,Who Let The Dogs Out,album,2000,198400,Baha Men,1,1
The Edge of Heaven,Wham!,1986,5AhRNIjYPBleR1lfHphcrE,GBBBN0009290,Music From The Edge Of Heaven,album,1986-07-01,270800,Wham!,1,1
Sylvia's Mother,Dr. Hook,1972,4hLk7Bjz1XJWNDiqovvgBW,USSM10105635,Doctor Hook,album,1972,228333,Dr. Hook,1,1
